股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1303,5445000,3.0603,5445000,3.0708,南亞,0,-0.01,False,False,236.0,224.0
1815,11420868,3.3957,11420868,3.3296,富喬,0,0.07,False,False,112.0,118.5
2059,205000,6.1955,205000,6.1148,川湖,0,0.08,False,False,12295.0,12045.0
2301,659000,0.458,659000,0.4597,光寶科,0,-0.0,False,False,278.0,277.0
2330,1116000,6.6643,1116000,6.7771,台積電,0,-0.11,False,False,2425.0,2380.0
2345,1074000,4.9583,1074000,5.0316,智邦,0,-0.07,False,False,1800.0,1840.0
2357,196000,0.4617,196000,0.4631,華碩,0,-0.0,False,False,948.0,939.0
2360,76000,0.3985,76000,0.4025,致茂,0,-0.0,False,False,2085.0,2090.0
2376,508000,0.4461,508000,0.4436,技嘉,0,0.0,False,False,355.0,350.0
2383,465000,5.9328,465000,6.056,台光電,0,-0.12,False,False,4695.0,5085.0
2404,155000,0.4025,155000,0.4084,漢唐,0,-0.01,False,False,1030.0,1035.0
2454,145000,1.6481,145000,1.6355,聯發科,0,0.01,False,False,4500.0,4530.0
2455,2150000,2.7782,2150000,2.8466,全新,0,-0.07,False,False,534.0,515.0
3008,293000,4.5764,293000,4.5172,大立光,0,0.06,False,False,6020.0,6225.0
3017,1001000,7.9743,1001000,7.9393,奇鋐,0,0.04,False,False,3185.0,3175.0
3026,261000,0.5055,261000,0.4824,禾伸堂,0,0.02,False,False,760.0,772.0
3037,2482000,5.9847,2482000,6.0099,欣興,0,-0.03,False,False,940.0,961.0
3081,63000,0.4433,63000,0.429,聯亞,0,0.01,False,False,2720.0,2805.0
3189,844013,1.7365,844013,1.7084,景碩,0,0.03,False,False,805.0,820.0
3231,7245000,3.3266,7245000,3.3666,緯創,0,-0.04,False,False,186.5,183.0
3443,164000,2.5389,164000,2.52,創意,0,0.02,False,False,6500.0,6170.0
3653,33000,0.4338,33000,0.4461,健策,0,-0.01,False,False,5355.0,5240.0
3661,215000,1.8044,215000,1.8366,世芯-KY,0,-0.03,False,False,3295.0,3345.0
3665,1161000,5.8115,1161000,5.8531,貿聯-KY,0,-0.04,False,False,2010.0,1995.0
3711,250000,0.3795,250000,0.3768,日月光投控,0,0.0,False,False,614.0,605.0
4958,1000000,1.2382,1000000,1.2158,臻鼎-KY,0,0.02,False,False,476.0,493.5
5274,11000,0.5037,11000,0.4907,信驊,0,0.01,False,False,18275.0,18250.0
5289,99952,0.3247,99952,0.3244,宜鼎,0,0.0,False,False,1260.0,1295.0
5347,629000,0.2493,629000,0.245,世界,0,0.0,False,False,165.5,158.0
6139,250000,0.4434,250000,0.4538,亞翔,0,-0.01,False,False,696.0,707.0
6187,134000,0.4101,134000,0.4145,萬潤,0,-0.0,False,False,1210.0,1220.0
6213,373000,0.5147,373000,0.4929,聯茂,0,0.02,False,False,495.0,550.0
6223,268000,3.7656,268000,3.7121,旺矽,0,0.05,False,False,5500.0,5600.0
6274,113000,0.4011,113000,0.3941,台燿,0,0.01,False,False,1320.0,1415.0
6515,51000,0.7946,51000,0.8193,穎崴,0,-0.02,False,False,6120.0,6210.0
6584,2231000,3.1067,2231000,3.0504,南俊國際,0,0.06,False,False,551.0,555.0
6669,429675,2.334,429675,2.5326,緯穎,0,-0.2,False,False,2135.0,2165.0
8021,2682000,2.9609,2682000,2.9466,尖點,0,0.01,False,False,450.0,440.0
8046,968000,2.6838,968000,2.6742,南電,0,0.01,False,False,1065.0,1105.0
8150,1957000,0.4276,1957000,0.4205,南茂,0,0.01,False,False,86.7,87.1
8996,1630000,5.3167,1630000,5.0633,高力,0,0.25,False,False,1300.0,1300.0
