股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1519,204000,1.54,204000,1.5891,華城,0,-0.05,False,False,942.0,970.0
2059,134000,3.2745,134000,3.296,川湖,0,-0.02,False,False,3065.0,3140.0
2308,504000,4.7853,504000,4.8543,台達電,0,-0.07,False,False,1175.0,1220.0
2317,325000,0.5577,325000,0.5587,鴻海,0,-0.0,False,False,214.5,220.5
2327,595000,1.2849,595000,1.2648,國巨*,0,0.02,False,False,258.0,277.5
2330,556000,7.6805,556000,7.7021,台積電,0,-0.02,False,False,1765.0,1775.0
2344,1079000,1.079,1079000,1.0765,華邦電,0,0.0,False,False,116.0,128.5
2345,488000,4.2346,488000,4.3819,智邦,0,-0.15,False,False,1140.0,1115.0
2360,313000,2.3872,313000,2.4381,致茂,0,-0.05,False,False,971.0,980.0
2368,60000,0.3273,60000,0.3186,金像電,0,0.01,False,False,706.0,701.0
2383,224000,3.042,224000,3.0772,台光電,0,-0.04,False,False,1785.0,1745.0
2408,968000,2.4596,968000,2.2064,南亞科,0,0.25,False,False,294.0,326.5
2449,932000,2.1469,932000,2.1815,京元電子,0,-0.03,False,False,285.0,296.0
2451,463000,0.9602,463000,0.9203,創見,0,0.04,False,False,240.0,266.5
2454,85000,1.1642,85000,1.1611,聯發科,0,0.0,False,False,1705.0,1760.0
2486,1150000,1.1455,1150000,1.1297,一詮,0,0.02,False,False,125.0,128.0
3017,331000,3.7609,331000,3.7977,奇鋐,0,-0.04,False,False,1490.0,1460.0
3037,858000,2.5273,858000,2.2684,欣興,0,0.26,False,False,365.0,378.5
3131,141000,1.8325,141000,1.9748,弘塑,0,-0.14,False,False,1605.0,1670.0
3163,612000,2.1718,612000,2.2192,波若威,0,-0.05,False,False,430.0,456.0
3189,213000,0.4177,213000,0.3751,景碩,0,0.04,False,False,239.5,252.0
3231,827000,0.8399,827000,0.8409,緯創,0,-0.0,False,False,128.0,130.5
3260,819000,2.3169,819000,2.2627,威剛,0,0.05,False,False,331.0,363.5
3324,91000,0.6444,91000,0.6564,雙鴻,0,-0.01,False,False,938.0,910.0
3443,23000,0.4689,23000,0.4757,創意,0,-0.01,False,False,2685.0,2620.0
3529,71000,1.0111,71000,1.038,力旺,0,-0.03,False,False,1700.0,1830.0
3653,14000,0.3094,14000,0.311,健策,0,-0.0,False,False,2955.0,2840.0
3661,64000,1.5565,64000,1.6061,世芯-KY,0,-0.05,False,False,3140.0,3125.0
3665,387000,3.9153,387000,4.0541,貿聯-KY,0,-0.14,False,False,1325.0,1300.0
4749,240000,1.6081,240000,1.5545,新應材,0,0.05,False,False,849.0,861.0
5274,26000,1.7968,26000,1.8587,信驊,0,-0.06,False,False,9040.0,8880.0
5289,157000,0.9701,157000,0.9253,宜鼎,0,0.04,False,False,743.0,794.0
5347,2101000,2.3463,2101000,2.3702,世界,0,-0.02,False,False,136.5,143.5
5439,126000,0.2922,126000,0.2978,高技,0,-0.01,False,False,282.0,298.0
5536,7000,0.0343,7000,0.0364,聖暉*,0,-0.0,False,False,656.0,630.0
6223,175000,3.4252,175000,3.4852,旺矽,0,-0.06,False,False,2630.0,2515.0
6274,238000,0.9316,238000,0.9315,台燿,0,0.0,False,False,495.0,503.0
6415,840000,1.8337,840000,1.9307,矽力*-KY,0,-0.1,False,False,289.5,280.5
6442,124000,1.7225,124000,1.6416,光聖,0,0.08,False,False,1710.0,1785.0
6515,101000,3.0694,101000,3.023,穎崴,0,0.05,False,False,4060.0,3905.0
6531,245000,0.8189,245000,0.8329,愛普*,0,-0.01,False,False,420.0,429.5
6584,136000,0.3111,136000,0.3094,南俊國際,0,0.0,False,False,290.5,294.0
6669,50000,1.3911,50000,1.4274,緯穎,0,-0.04,False,False,3605.0,3575.0
6781,191000,1.6796,191000,1.759,AES-KY,0,-0.08,False,False,1105.0,1130.0
6805,55000,0.6099,55000,0.6268,富世達,0,-0.02,False,False,1405.0,1425.0
7769,92000,2.6849,92000,2.6477,鴻勁,0,0.04,False,False,3750.0,3750.0
8021,509920,0.8135,509920,0.8648,尖點,0,-0.05,False,False,190.0,205.0
8046,160000,0.4837,160000,0.4592,南電,0,0.02,False,False,368.0,388.5
8210,165000,1.1621,165000,1.1776,勤誠,0,-0.02,False,False,900.0,905.0
8299,327000,6.0568,277000,4.9001,群聯,50000,1.16,False,False,2145.0,2380.0
8358,713000,1.4538,713000,1.4418,金居,0,0.01,False,False,243.0,262.0
8996,412000,2.3951,412000,2.4568,高力,0,-0.06,False,False,773.0,747.0
