股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1303,6899000.0,1.24,6899000.0,1.23,南亞,0,0.01,False,False,56.6,53.8
1319,573000.0,0.18,573000.0,0.18,東陽,0,0.0,False,False,99.0,94.9
1560,516000.0,0.51,516000.0,0.51,中砂,0,0.0,False,False,310.0,297.0
2059,137000.0,1.58,137000.0,1.63,川湖,0,-0.05,False,False,3630.0,3575.0
2308,1939000.0,5.87,1939000.0,5.76,台達電,0,0.11,False,False,954.0,894.0
2317,4525000.0,3.4,4226000.0,3.21,鴻海,299000,0.19,False,False,236.5,229.0
2327,1119000.0,0.82,1119000.0,0.84,國巨*,0,-0.02,False,False,230.5,225.0
2330,2045000.0,9.44,2010000.0,9.31,台積電,35000,0.13,False,False,1455.0,1395.0
2344,1000.0,0.0,1000.0,0.0,華邦電,0,0.0,False,False,58.0,59.4
2345,1665000.0,4.99,1665000.0,5.06,智邦,0,-0.07,False,False,945.0,914.0
2354,3805000.0,0.8,3805000.0,0.81,鴻準,0,-0.01,False,False,66.5,64.2
2357,1000.0,0.0,1000.0,0.0,華碩,0,0.0,False,False,573.0,566.0
2368,3389000.0,6.17,3285000.0,5.7,金像電,104000,0.47,False,False,574.0,522.0
2383,1391000.0,6.31,1297000.0,5.73,台光電,94000,0.58,False,False,1430.0,1330.0
2439,1000.0,0.0,1000.0,0.0,美律,0,0.0,False,False,109.0,108.0
2449,5509000.0,3.7,5214000.0,3.4,京元電子,295000,0.3,False,False,211.5,196.5
2454,1000.0,0.0,1000.0,0.0,聯發科,0,0.0,False,False,1185.0,1160.0
2884,1010.0,0.0,1010.0,0.0,玉山金,0,0.0,False,False,30.2,30.0
3008,1000.0,0.01,1000.0,0.01,大立光,0,0.0,False,False,2145.0,2075.0
3017,1442000.0,6.11,1442000.0,6.42,奇鋐,0,-0.31,False,False,1335.0,1340.0
3037,1000.0,0.0,1000.0,0.0,欣興,0,0.0,False,False,171.5,160.5
3044,93000.0,0.09,0.0,0.0,健鼎,93000,0.09,True,False,308.0,
3045,1000.0,0.0,1000.0,0.0,台灣大,0,0.0,False,False,108.0,106.5
3211,468000.0,0.4,468000.0,0.41,順達,0,-0.01,False,False,269.0,262.5
3217,172000.0,0.09,0.0,0.0,優群,172000,0.09,True,False,166.0,
3231,3954000.0,1.79,3954000.0,1.8,緯創,0,-0.01,False,False,143.0,137.0
3376,0.0,0.0,1000.0,0.0,新日興,-1000,0.0,False,True,,172.0
3406,175000.0,0.26,734000.0,1.1,玉晶光,-559000,-0.84,False,False,460.0,449.5
3515,1000000.0,0.79,1000000.0,0.8,華擎,0,-0.01,False,False,249.0,241.5
3533,244000.0,0.94,244000.0,0.95,嘉澤,0,-0.01,False,False,1210.0,1170.0
3583,1000.0,0.0,1000.0,0.0,辛耘,0,0.0,False,False,312.5,301.0
3653,508000.0,4.28,473000.0,3.85,健策,35000,0.43,False,False,2655.0,2450.0
3661,301000.0,2.94,301000.0,3.32,世芯-KY,0,-0.38,False,False,3075.0,3320.0
3665,1329848.0,7.09,1329848.0,6.98,貿聯-KY,0,0.11,False,False,1680.0,1580.0
3711,1000.0,0.0,1000.0,0.0,日月光投控,0,0.0,False,False,222.5,209.5
3715,967000.0,0.38,967000.0,0.36,定穎投控,0,0.02,False,False,123.0,113.5
4770,0.0,0.0,1000.0,0.0,上品,-1000,0.0,False,True,,208.0
4958,1655000.0,0.74,1655000.0,0.75,臻鼎-KY,0,-0.01,False,False,141.0,136.0
4966,1000.0,0.0,1000.0,0.0,譜瑞-KY,0,0.0,False,False,641.0,633.0
5274,1000.0,0.02,1000.0,0.02,信驊,0,0.0,False,False,6355.0,6215.0
5347,684000.0,0.19,1000.0,0.0,世界,683000,0.19,False,False,89.80000305175781,88.0
5536,494000.0,1.06,494000.0,1.1,聖暉*,0,-0.04,False,False,673.0,673.0
6139,710000.0,1.03,392000.0,0.56,亞翔,318000,0.47,False,False,458.5,428.5
6191,2548000.0,0.92,2323000.0,0.8,精成科,225000,0.12,False,False,114.0,104.0
6223,571000.0,3.46,571000.0,3.38,旺矽,0,0.08,False,False,1910.0,1780.0
6274,2814000.0,3.71,2533000.0,3.26,台燿,281000,0.45,False,False,416.0,388.0
6472,0.0,0.0,1000.0,0.0,保瑞,-1000,0.0,False,True,,510.0
6510,60000.0,0.29,60000.0,0.3,精測,0,-0.01,False,False,1545.0,1525.0
6515,44000.0,0.33,0.0,0.0,穎崴,44000,0.33,True,False,2350.0,
6669,488000.0,6.63,453000.0,6.25,緯穎,35000,0.38,False,False,4280.0,4150.0
6805,716000.0,3.29,716000.0,3.52,富世達,0,-0.23,False,False,1450.0,1480.0
8210,1021000.0,3.1,1021000.0,3.08,勤誠,0,0.02,False,False,956.0,908.0
8299,118000.0,0.44,118000.0,0.44,群聯,0,0.0,False,False,1180.0,1120.0
