股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,5445000,3.1181,231.5
1815,富喬,11420868,3.3043,122.0
2059,川湖,293000,6.8632,12670.0
2301,光寶科,659000,0.4546,284.5
2308,台達電,300000,1.1688,1900.0
2330,台積電,1406000,7.7117,2460.0
2337,旺宏,1343000,0.4017,118.0
2345,智邦,1104000,4.8571,1915.0
2357,華碩,196000,0.4433,953.0
2360,致茂,76000,0.4315,2440.0
2376,技嘉,508000,0.447,366.5
2383,台光電,466000,5.7333,4860.0
2404,漢唐,155000,0.4188,1140.0
2454,聯發科,406000,3.691,5180.0
2455,全新,2753000,2.3751,547.0
3008,大立光,520000,5.5776,6405.0
3017,奇鋐,1002000,6.832,3390.0
3026,禾伸堂,261000,0.4936,780.0
3037,欣興,2497000,5.6346,1120.0
3081,聯亞,63000,0.433,2825.0
3189,景碩,844013,1.6689,909.0
3231,緯創,7662000,3.3673,180.5
3260,威剛,358000,0.3495,384.0
3264,欣銓,72000,0.0353,276.5
3443,創意,211000,2.1922,8375.0
3583,辛耘,147000,0.2512,704.0
3653,健策,33000,0.4568,5830.0
3661,世芯-KY,215000,1.8249,3715.0
3665,貿聯-KY,1161000,6.3849,2245.0
3711,日月光投控,1629000,2.2478,693.0
4958,臻鼎-KY,1000000,1.1238,489.0
5274,信驊,11000,0.5213,20905.0
5289,宜鼎,99952,0.3094,1295.0
5347,世界,629000,0.2586,173.0
6139,亞翔,250000,0.4292,715.0
6187,萬潤,801000,2.1827,1215.0
6213,聯茂,373000,0.4833,543.0
6223,旺矽,326000,4.7631,5345.0
6274,台燿,113000,0.3877,1440.0
6515,穎崴,51000,0.7066,5765.0
6584,南俊國際,2231000,2.9873,553.0
6669,緯穎,429675,2.2089,2115.0
6805,富世達,109000,0.4449,2500.0
7734,印能科技,56000,0.4402,2560.0
7751,竑騰,270000,0.8797,1420.0
8021,尖點,2682000,2.9884,477.0
8046,南電,968000,2.4534,1165.0
8150,南茂,1957000,0.4819,105.5
8299,群聯,366000,1.7188,2185.0
8996,高力,1630000,5.8657,1655.0
