股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,206000,1.1765,922.0
2059,川湖,135000,2.83,3575.0
2308,台達電,273000,2.4587,1455.0
2317,鴻海,329000,0.4247,205.0
2330,台積電,556000,6.5114,1850.0
2344,華邦電,383000,0.3013,122.0
2345,智邦,493000,4.8492,1590.0
2360,致茂,316000,3.0402,1595.0
2368,金像電,61000,0.3438,1005.0
2383,台光電,302000,5.0128,2890.0
2408,南亞科,2380000,4.0382,260.0
2449,京元電子,532000,1.0563,316.0
2486,一詮,1153000,1.1553,161.0
3017,奇鋐,335000,3.81,2015.0
3037,欣興,1206000,4.3001,581.0
3105,穩懋,504000,0.9992,354.5
3163,波若威,612000,3.3409,918.0
3189,景碩,252013,0.5662,383.5
3324,雙鴻,50000,0.3166,1070.0
3529,力旺,21000,0.3518,2775.0
3533,嘉澤,231000,2.7195,2030.0
3653,健策,14000,0.3425,3900.0
3661,世芯-KY,37000,0.7506,3220.0
3665,貿聯-KY,218000,2.4653,1720.0
4749,新應材,243000,1.3833,914.0
5274,信驊,26000,1.9732,12050.0
5289,宜鼎,157000,1.2354,1335.0
5347,世界,2529000,1.8812,117.5
5439,高技,186000,0.3144,291.5
6223,旺矽,177000,4.0641,3665.0
6274,台燿,110000,0.359,584.0
6442,光聖,124000,1.4102,1930.0
6515,穎崴,101000,4.483,7210.0
6531,愛普*,245000,0.8615,551.0
6584,南俊國際,236000,0.6021,456.5
6669,緯穎,51000,1.1992,3765.0
6781,AES-KY,193000,1.2161,1000.0
6805,富世達,56000,0.6334,1975.0
7751,竑騰,256000,2.463,1655.0
7769,鴻勁,128000,3.4466,4160.0
8021,尖點,515920,0.8262,260.0
8046,南電,810000,2.8234,561.0
8210,勤誠,167000,0.9137,892.0
8299,群聯,395000,4.7959,1960.0
8358,金居,721000,1.2122,269.0
8996,高力,606000,3.5466,951.0
