股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,5445000,3.0857,234.5
1815,富喬,10877000,3.2155,129.0
2059,川湖,293000,6.8632,14150.0
2301,光寶科,659000,0.4697,300.5
2308,台達電,382000,1.6426,1865.0
2330,台積電,1406000,7.7117,2440.0
2337,旺宏,1343000,0.4017,122.5
2345,智邦,1080000,6.0364,2205.0
2357,華碩,196000,0.4575,1010.0
2360,致茂,76000,0.3481,2030.0
2376,技嘉,508000,0.425,359.0
2383,台光電,466000,5.7333,5640.0
2404,漢唐,155000,0.3839,1100.0
2454,聯發科,406000,3.691,4315.0
2455,全新,2753000,3.0688,524.0
3008,大立光,520000,5.5776,7580.0
3017,奇鋐,1002000,6.832,3410.0
3026,禾伸堂,261000,0.4525,731.0
3037,欣興,2497000,5.6346,971.0
3081,聯亞,63000,0.5197,3425.0
3189,景碩,844013,1.6154,874.0
3231,緯創,7662000,3.3673,182.0
3260,威剛,358000,0.3495,412.0
3264,欣銓,72000,0.0353,237.5
3443,創意,211000,2.1922,5995.0
3583,辛耘,147000,0.2512,773.0
3653,健策,33000,0.4619,5885.0
3661,世芯-KY,215000,2.0474,4275.0
3665,貿聯-KY,1161000,5.8876,2315.0
3711,日月光投控,1629000,2.2478,610.0
4958,臻鼎-KY,1000000,1.1684,535.0
5274,信驊,11000,0.4129,17120.0
5289,宜鼎,99952,0.3386,1450.0
5347,世界,629000,0.2226,153.5
6139,亞翔,250000,0.4411,770.0
6187,萬潤,801000,2.1827,1375.0
6213,聯茂,373000,0.4776,550.0
6223,旺矽,326000,4.7631,5410.0
6274,台燿,113000,0.3789,1450.0
6515,穎崴,42000,0.6599,6910.0
6584,南俊國際,2231000,3.2794,667.0
6669,緯穎,77000,1.2767,7800.0
6805,富世達,109000,0.4449,2285.0
7734,印能科技,56000,0.4402,2880.0
7751,竑騰,270000,0.8797,1660.0
8021,尖點,2682000,2.7264,450.0
8046,南電,639000,1.8367,1225.0
8150,南茂,1957000,0.4074,93.2
8299,群聯,366000,1.7188,2125.0
8996,高力,1630000,4.4758,1175.0
