股票代號,股票名稱,股數,持股權重
2059,川湖,358000,3.4292
2308,台達電,357000,1.4709
2327,國巨*,200000,0.1766
2330,台積電,1761000,7.6428
2337,旺宏,1271000,0.4106
2344,華邦電,893000,0.2287
2345,智邦,716000,3.6619
2360,致茂,207000,0.8944
2368,金像電,669000,1.829
2383,台光電,536000,5.0419
2408,南亞科,3280000,2.1384
2454,聯發科,180000,1.1718
2455,全新,1927000,1.3208
3017,奇鋐,501000,2.4473
3036,文曄,1177000,0.6109
3037,欣興,2302000,3.8775
3081,聯亞,380000,2.1396
3105,穩懋,3433000,3.1735
3163,波若威,923000,1.8
3189,景碩,486013,0.485
3260,威剛,393000,0.3358
3324,雙鴻,151000,0.293
3443,創意,360000,3.493
3491,昇達科,97000,0.3013
3533,嘉澤,420000,1.9673
3583,辛耘,33000,0.0586
3653,健策,197000,1.2674
3661,世芯-KY,393000,3.6292
3665,貿聯-KY,667000,2.8693
3711,日月光投控,320000,0.3352
4991,環宇-KY,692000,0.9367
5274,信驊,45000,1.5323
5289,宜鼎,142000,0.5063
6223,旺矽,289000,3.4755
6274,台燿,636000,1.7631
6442,光聖,488000,1.7307
6510,精測,422000,3.3483
6515,穎崴,151000,3.0429
6531,愛普*,703000,1.4112
6584,南俊國際,1337000,1.705
6669,緯穎,465000,4.8319
7751,竑騰,387000,1.1468
7769,鴻勁,194000,2.8041
8046,南電,1658000,2.6849
8299,群聯,711000,3.915
8996,高力,1689000,3.4391
