股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,312000,3.364,5350.0
2308,台達電,344000,1.702,2425.0
2327,國巨*,1566000,2.5879,743.0
2330,台積電,1706000,8.3376,2385.0
2337,旺宏,1434000,0.4681,156.5
2344,華邦電,663000,0.2768,179.5
2345,智邦,977000,5.0898,2510.0
2360,致茂,370000,2.713,2620.0
2368,金像電,645000,1.8003,1350.0
2383,台光電,563000,5.4803,4830.0
2408,南亞科,2432000,2.3398,395.0
2449,京元電子,166000,0.2077,322.0
2454,聯發科,406000,3.7188,4430.0
2455,全新,2753000,2.2969,402.0
2486,一詮,1230000,0.83,274.5
3017,奇鋐,634000,3.6479,2710.0
3036,文曄,947000,1.0062,282.0
3037,欣興,2797000,5.6369,971.0
3081,聯亞,366000,2.0874,2580.0
3105,穩懋,1949000,2.0228,487.5
3131,弘塑,87000,1.2799,3210.0
3163,波若威,676000,3.2992,990.0
3189,景碩,470013,0.7,692.0
3260,威剛,382000,0.3556,458.0
3324,雙鴻,93000,0.3987,1185.0
3443,創意,311000,2.8862,4400.0
3491,昇達科,71000,0.5438,1950.0
3529,力旺,67000,0.8746,3545.0
3533,嘉澤,343000,3.2519,2400.0
3583,辛耘,566000,0.9638,872.0
3653,健策,102000,0.8027,3730.0
3661,世芯-KY,280000,2.5929,4340.0
3665,貿聯-KY,652000,3.0287,2155.0
3711,日月光投控,1629000,2.0288,593.0
4749,新應材,526000,1.9923,1025.0
4991,環宇-KY,553000,0.8146,682.0
5274,信驊,29000,1.0508,18265.0
5289,宜鼎,153000,0.5827,1905.0
5347,世界,2277000,1.2867,163.0
6139,亞翔,250000,0.395,825.0
6223,旺矽,326000,3.8763,6070.0
6274,台燿,471000,1.6089,1695.0
6442,光聖,310000,3.0332,2145.0
6510,精測,262000,1.7477,3505.0
6515,穎崴,145000,2.402,8650.0
6531,愛普*,367000,0.8081,1055.0
6584,南俊國際,2204000,2.9316,670.0
6669,緯穎,386000,4.3563,5570.0
6781,AES-KY,198000,0.8877,1155.0
6805,富世達,219000,1.8922,1985.0
7734,印能科技,56000,0.3656,3110.0
7751,竑騰,375000,1.1903,1580.0
7769,鴻勁,142000,2.6594,7385.0
8021,尖點,569920,0.7093,441.0
8046,南電,858000,2.5005,878.0
8299,群聯,475000,2.5703,2580.0
8358,金居,1728000,1.9651,565.0
8996,高力,1630000,3.597,1120.0
