股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,293000,4.6416,7475.0
2303,聯電,2000000,0.6714,170.0
2308,台達電,344000,1.5518,2080.0
2327,國巨*,1566000,3.4994,1020.0
2330,台積電,1406000,7.4048,2490.0
2337,旺宏,1343000,0.5227,172.0
2344,華邦電,663000,0.2768,211.5
2345,智邦,977000,5.3196,2435.0
2360,致茂,370000,2.713,2265.0
2368,金像電,945000,2.766,1265.0
2383,台光電,563000,6.8811,5700.0
2408,南亞科,2432000,2.3398,454.5
2449,京元電子,166000,0.2077,329.5
2454,聯發科,406000,3.8036,4535.0
2455,全新,2753000,2.3654,398.0
2486,一詮,1230000,0.83,265.0
3008,大立光,380000,4.1341,5000.0
3017,奇鋐,1009000,5.1234,2425.0
3036,文曄,947000,1.0062,220.5
3037,欣興,2097000,4.422,974.0
3081,聯亞,185000,1.7323,2285.0
3105,穩懋,1949000,2.2124,522.0
3131,弘塑,87000,1.2799,3495.0
3163,波若威,676000,3.2992,868.0
3189,景碩,457013,0.7651,727.0
3260,威剛,358000,0.326,412.0
3264,欣銓,72000,0.0365,233.5
3324,雙鴻,93000,0.3987,1025.0
3363,上詮,300000,0.4481,685.0
3443,創意,311000,3.1028,4725.0
3491,昇達科,71000,0.5438,1355.0
3529,力旺,67000,0.8746,3185.0
3533,嘉澤,343000,3.2519,2235.0
3583,辛耘,566000,1.0557,882.0
3653,健策,214000,1.7242,3840.0
3661,世芯-KY,262000,2.3776,4375.0
3665,貿聯-KY,955000,3.9875,2000.0
3711,日月光投控,1629000,2.3037,662.0
4749,新應材,526000,1.9923,917.0
4991,環宇-KY,511000,1.1228,536.0
5274,信驊,29000,1.5535,18505.0
5289,宜鼎,98000,0.405,1885.0
5347,世界,2277000,1.2867,186.5
6139,亞翔,250000,0.4248,791.0
6187,萬潤,1220000,3.2254,1170.0
6223,旺矽,326000,4.3948,6680.0
6274,台燿,230000,0.7336,1735.0
6442,光聖,310000,3.0332,1980.0
6510,精測,142000,2.2051,3665.0
6515,穎崴,145000,2.8781,9450.0
6531,愛普*,367000,0.8081,1050.0
6584,南俊國際,2204000,3.0521,649.0
6669,緯穎,146000,2.3149,4675.0
6781,AES-KY,198000,0.8877,1170.0
6805,富世達,219000,1.8922,1765.0
7734,印能科技,56000,0.4183,3390.0
7751,竑騰,375000,1.1723,1475.0
7769,鴻勁,142000,2.6594,6810.0
8021,尖點,1501000,1.8298,567.0
8046,南電,858000,2.5005,909.0
8299,群聯,445000,2.4089,2430.0
8358,金居,1728000,1.9651,657.0
8996,高力,1630000,5.3182,1450.0
