股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,211000,0.9026,834.0
2059,川湖,191000,3.4006,3460.0
2308,台達電,280000,2.091,1485.0
2317,鴻海,349000,0.3443,194.0
2330,台積電,677000,6.0937,1780.0
2344,華邦電,663000,0.3029,93.0
2345,智邦,531000,4.3462,1635.0
2360,致茂,370000,2.9552,1625.0
2368,金像電,227000,1.0373,898.0
2383,台光電,323000,4.6485,2785.0
2408,南亞科,2432000,2.6401,220.5
2449,京元電子,564000,0.7768,272.0
2486,一詮,1230000,0.9063,146.5
3017,奇鋐,370000,4.0166,2135.0
3037,欣興,1277000,3.1893,493.5
3105,穩懋,923000,1.746,390.5
3163,波若威,676000,2.8551,875.0
3189,景碩,457013,0.7956,346.5
3324,雙鴻,64000,0.3143,956.0
3443,創意,66000,0.8029,2310.0
3529,力旺,67000,0.936,2685.0
3533,嘉澤,343000,3.8337,2220.0
3653,健策,100000,1.998,3890.0
3661,世芯-KY,59000,0.887,2750.0
3665,貿聯-KY,100000,0.9198,1880.0
4749,新應材,526000,2.2502,820.0
4991,環宇-KY,511000,1.1271,430.0
5274,信驊,29000,1.6572,11220.0
5289,宜鼎,90000,0.4273,941.0
5347,世界,2277000,1.3569,117.0
5439,高技,205000,0.3082,292.5
6223,旺矽,196000,3.5526,3735.0
6274,台燿,230000,0.712,602.0
6442,光聖,310000,3.2426,2110.0
6510,精測,82000,1.3139,3320.0
6515,穎崴,111000,4.3451,7675.0
6531,愛普*,367000,0.9202,485.0
6584,南俊國際,566000,1.7047,602.0
6669,緯穎,66000,1.1081,3370.0
6781,AES-KY,198000,1.0477,1015.0
6805,富世達,219000,2.0633,1830.0
7751,竑騰,285000,2.2975,1500.0
7769,鴻勁,142000,2.6616,3710.0
8021,尖點,569920,0.7553,265.0
8046,南電,858000,2.3805,580.0
8210,勤誠,173000,0.7777,895.0
8299,群聯,434000,3.3591,1605.0
8358,金居,1728000,2.0254,233.5
8996,高力,715000,3.0587,895.0
