股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,1000,0.0,
1560,中砂,512000,0.65,
2059,川湖,237000,3.96,
2308,台達電,1252000,5.06,
2317,鴻海,4439000,4.65,
2327,國巨*,658000,0.67,
2330,台積電,1442000,8.79,
2344,華邦電,1000,0.0,
2345,智邦,1498000,6.58,
2354,鴻準,3315000,0.96,
2357,華碩,1000,0.0,
2368,金像電,2304000,4.36,
2383,台光電,960000,5.31,
2439,美律,1000,0.0,
2449,京元電子,4033000,3.56,
2454,聯發科,1000,0.01,
2884,玉山金,1010,0.0,
3008,大立光,1000,0.01,
3017,奇鋐,1329000,7.7,
3037,欣興,1000,0.0,
3045,台灣大,1000,0.0,
3211,順達,405000,0.51,
3217,優群,1000,0.0,
3231,緯創,3932000,2.41,
3376,新日興,75000,0.06,
3406,玉晶光,730000,1.24,
3515,華擎,992000,1.29,
3533,嘉澤,241000,1.35,
3583,辛耘,1000,0.0,
3653,健策,276000,2.39,
3661,世芯-KY,239000,3.4,
3665,貿聯-KY,1163848,6.6,
3711,日月光投控,1000,0.0,
4770,上品,1000,0.0,
4958,臻鼎-KY,1613000,1.07,
4966,譜瑞-KY,1000,0.0,
5274,信驊,27000,0.6,
5347,世界,1000,0.0,
5536,聖暉*,365000,1.14,
6139,亞翔,1000,0.0,
6191,精成科,2113000,1.0,
6223,旺矽,649000,5.54,
6274,台燿,1999000,3.13,
6472,保瑞,1000,0.0,
6515,穎崴,1000,0.01,
6669,緯穎,254000,4.51,
6805,富世達,564000,3.34,
8210,勤誠,766000,2.89,
8299,群聯,308000,1.33,
8996,高力,105000,0.27,
