股票代號,股票名稱,股數,持股權重
1303,南亞,6261000,0.83
1319,東陽,1531000,0.27
1326,台化,5790000,0.42
1802,台玻,2065000,0.16
1815,富喬,4575000,0.69
2002,中鋼,4923000,0.17
2059,川湖,40000,0.2
2308,台達電,2560000,5.14
2313,華通,1000,0.0
2317,鴻海,1000,0.0
2327,國巨*,6729000,2.86
2330,台積電,2992000,9.25
2345,智邦,2625000,5.83
2357,華碩,2000,0.0
2368,金像電,2887000,3.92
2383,台光電,1809000,6.41
2404,漢唐,165000,0.25
2439,美律,2000,0.0
2449,京元電子,1260000,0.63
2454,聯發科,1000,0.0
2884,玉山金,2010,0.0
3008,大立光,3000,0.01
3017,奇鋐,2352000,6.41
3037,欣興,3974000,2.35
3045,台灣大,2000,0.0
3211,順達,585000,0.29
3217,優群,326000,0.09
3376,新日興,1044000,0.35
3533,嘉澤,1000,0.0
3653,健策,940000,5.03
3661,世芯-KY,540000,3.02
3665,貿聯-KY,1671848,3.57
4979,華星光,329000,0.19
5269,祥碩,140000,0.29
5274,信驊,178000,2.88
5536,聖暉*,1000,0.0
6139,亞翔,1653000,1.47
6191,精成科,3326000,0.59
6223,旺矽,988000,4.67
6274,台燿,4965000,4.46
6488,環球晶,786000,0.64
6510,精測,236000,1.6
6515,穎崴,231000,1.86
6669,緯穎,741000,4.58
6805,富世達,1094000,2.89
8046,南電,3788000,2.69
8210,勤誠,1563000,2.48
8299,群聯,1614000,5.29
8358,金居,1826000,0.78
8996,高力,1000,0.0
