股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,293000,4.1615,6400.0
2308,台達電,344000,1.6874,2160.0
2327,國巨*,1566000,2.8597,842.0
2330,台積電,1706000,8.5777,2250.0
2337,旺宏,1343000,0.4042,140.0
2344,華邦電,663000,0.2768,156.5
2345,智邦,977000,5.1519,2275.0
2360,致茂,370000,2.713,2190.0
2368,金像電,945000,2.992,1345.0
2383,台光電,563000,6.2013,5095.0
2408,南亞科,2432000,2.3398,340.0
2449,京元電子,166000,0.2077,272.0
2454,聯發科,406000,3.7613,4085.0
2455,全新,2753000,2.1822,320.0
2486,一詮,1230000,0.83,245.0
3008,大立光,125000,1.151,4165.0
3017,奇鋐,809000,4.257,2335.0
3036,文曄,947000,1.0062,232.5
3037,欣興,2097000,4.1333,854.0
3081,聯亞,185000,1.7323,2165.0
3105,穩懋,1949000,2.0772,481.5
3131,弘塑,87000,1.2799,3035.0
3163,波若威,676000,3.2992,843.0
3189,景碩,457013,0.7651,619.0
3260,威剛,358000,0.3113,394.5
3324,雙鴻,93000,0.3987,998.0
3363,上詮,300000,0.4996,728.0
3443,創意,311000,2.791,4105.0
3491,昇達科,71000,0.5438,1680.0
3529,力旺,67000,0.8746,3015.0
3533,嘉澤,343000,3.2519,2145.0
3583,辛耘,566000,0.9919,791.0
3653,健策,214000,1.8132,3620.0
3661,世芯-KY,262000,2.3601,4060.0
3665,貿聯-KY,955000,4.5888,2160.0
3711,日月光投控,1629000,1.9577,544.0
4749,新應材,526000,1.9923,908.0
4991,環宇-KY,511000,1.1228,530.0
5274,信驊,29000,1.0889,17600.0
5289,宜鼎,98000,0.3922,1710.0
5347,世界,2277000,1.2867,161.5
6139,亞翔,250000,0.4108,732.0
6187,萬潤,1220000,2.897,1030.0
6223,旺矽,326000,4.1941,6090.0
6274,台燿,441000,1.4749,1475.0
6442,光聖,310000,3.0332,1820.0
6510,精測,142000,2.2051,3390.0
6515,穎崴,145000,2.6268,8720.0
6531,愛普*,367000,0.8081,890.0
6584,南俊國際,2204000,2.9534,558.0
6669,緯穎,228000,2.5749,4900.0
6781,AES-KY,198000,0.8877,1155.0
6805,富世達,219000,1.8922,1750.0
7734,印能科技,56000,0.4145,3080.0
7751,竑騰,375000,1.1622,1320.0
7769,鴻勁,142000,2.6594,7055.0
8021,尖點,569920,0.7093,570.0
8046,南電,858000,2.5005,807.0
8299,群聯,445000,2.1382,2200.0
8358,金居,1728000,1.9651,540.0
8996,高力,1630000,4.434,1140.0
