股票代號,股票名稱,股數,持股權重
1303,南亞,5445000,2.9391
1815,富喬,11420868,3.2517
2059,川湖,205000,6.0264
2301,光寶科,659000,0.4432
2308,台達電,200000,0.9016
2330,台積電,1116000,6.6197
2345,智邦,1104000,4.9507
2357,華碩,196000,0.4455
2360,致茂,76000,0.4192
2376,技嘉,508000,0.4399
2383,台光電,465000,5.5385
2404,漢唐,155000,0.4597
2454,聯發科,179000,2.2021
2455,全新,1700000,2.2265
3008,大立光,293000,4.3032
3017,奇鋐,1001000,8.2413
3026,禾伸堂,261000,0.4755
3037,欣興,2482000,6.8311
3081,聯亞,63000,0.4006
3131,弘塑,1000,0.0056
3189,景碩,844013,1.8143
3231,緯創,7245000,3.0941
3443,創意,164000,3.2627
3653,健策,33000,0.5018
3665,貿聯-KY,1161000,6.4459
3711,日月光投控,250000,0.411
4958,臻鼎-KY,1000000,1.1222
5274,信驊,11000,0.5292
5289,宜鼎,99952,0.3094
5347,世界,629000,0.2581
6139,亞翔,250000,0.4365
6187,萬潤,134000,0.3831
6213,聯茂,373000,0.4787
6223,旺矽,344000,4.587
6274,台燿,113000,0.3914
6515,穎崴,51000,0.7254
6584,南俊國際,2213000,2.8458
6669,緯穎,429675,2.1459
8021,尖點,2682000,3.0417
8046,南電,968000,2.779
8150,南茂,1957000,0.4968
8996,高力,1630000,5.9558
