股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,1000,0.0,
1560,中砂,513000,0.59,
2059,川湖,237000,3.72,
2308,台達電,1501000,5.48,
2317,鴻海,3390000,3.1,
2327,國巨*,1000,0.0,
2330,台積電,1635000,9.21,
2344,華邦電,1000,0.0,
2345,智邦,1585000,6.83,
2354,鴻準,3515000,0.91,
2357,華碩,1000,0.0,
2368,金像電,2535000,4.58,
2383,台光電,1164000,6.41,
2439,美律,1000,0.0,
2449,京元電子,4063000,3.26,
2454,聯發科,1000,0.0,
2884,玉山金,1010,0.0,
3008,大立光,1000,0.01,
3017,奇鋐,1358000,7.3,
3037,欣興,1000,0.0,
3045,台灣大,1000,0.0,
3211,順達,465000,0.51,
3217,優群,1000,0.0,
3231,緯創,3933000,2.05,
3376,新日興,76000,0.06,
3406,玉晶光,731000,1.12,
3515,華擎,997000,1.18,
3533,嘉澤,242000,1.27,
3583,辛耘,1000,0.0,
3653,健策,282000,2.13,
3661,世芯-KY,249000,3.21,
3665,貿聯-KY,1104848,5.71,
3711,日月光投控,1000,0.0,
4770,上品,1000,0.0,
4958,臻鼎-KY,1648000,0.99,
4966,譜瑞-KY,1000,0.0,
5274,信驊,28000,0.58,
5347,世界,1000,0.0,
5536,聖暉*,365000,1.0,
6139,亞翔,1000,0.0,
6191,精成科,2173000,0.98,
6223,旺矽,655000,4.91,
6274,台燿,2260000,3.34,
6472,保瑞,1000,0.0,
6515,穎崴,1000,0.01,
6669,緯穎,315000,5.07,
6805,富世達,564000,3.03,
8210,勤誠,786000,2.87,
8299,群聯,369000,1.44,
8996,高力,107000,0.26,
