股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,5445000,3.0708,224.0
1815,富喬,11420868,3.3296,118.5
2059,川湖,293000,6.8632,12045.0
2301,光寶科,659000,0.4597,277.0
2308,台達電,300000,1.1688,1710.0
2330,台積電,1406000,7.7117,2380.0
2337,旺宏,1343000,0.4017,119.0
2345,智邦,1080000,6.0364,1840.0
2357,華碩,196000,0.4631,939.0
2360,致茂,76000,0.4025,2090.0
2376,技嘉,508000,0.4436,350.0
2383,台光電,466000,5.7333,5085.0
2404,漢唐,155000,0.4084,1035.0
2454,聯發科,406000,3.691,4530.0
2455,全新,2753000,2.3751,515.0
3008,大立光,520000,5.5776,6225.0
3017,奇鋐,1002000,6.832,3175.0
3026,禾伸堂,261000,0.4824,772.0
3037,欣興,2497000,5.6346,961.0
3081,聯亞,63000,0.429,2805.0
3189,景碩,844013,1.7084,820.0
3231,緯創,7662000,3.3673,183.0
3260,威剛,358000,0.3495,399.5
3264,欣銓,72000,0.0353,223.0
3443,創意,211000,2.1922,6170.0
3583,辛耘,147000,0.2512,671.0
3653,健策,33000,0.4461,5240.0
3661,世芯-KY,215000,1.8366,3345.0
3665,貿聯-KY,1161000,5.8531,1995.0
3711,日月光投控,1629000,2.2478,605.0
4958,臻鼎-KY,1000000,1.2158,493.5
5274,信驊,11000,0.4907,18250.0
5289,宜鼎,99952,0.3244,1295.0
5347,世界,629000,0.245,158.0
6139,亞翔,250000,0.4538,707.0
6187,萬潤,801000,2.1827,1220.0
6213,聯茂,373000,0.4929,550.0
6223,旺矽,326000,4.7631,5600.0
6274,台燿,113000,0.3941,1415.0
6515,穎崴,51000,0.8193,6210.0
6584,南俊國際,2231000,3.0504,555.0
6669,緯穎,429675,2.5326,2165.0
6805,富世達,109000,0.4449,2045.0
7734,印能科技,56000,0.4402,2490.0
7751,竑騰,270000,0.8797,1400.0
8021,尖點,2682000,2.9466,440.0
8046,南電,968000,2.6742,1105.0
8150,南茂,1957000,0.4205,87.1
8299,群聯,366000,1.7188,1985.0
8996,高力,1630000,5.0633,1300.0
