股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,1401000,9.42,
2383,台光電,846000,6.08,
3017,奇鋐,980000,5.97,
2308,台達電,1528000,5.93,
3665,貿聯-KY,1021848,5.45,
2345,智邦,949000,5.24,
3661,世芯-KY,231000,5.17,
2368,金像電,1858000,4.97,
2454,聯發科,580000,4.7,
3653,健策,352000,3.62,
4958,臻鼎-KY,3318000,3.44,
2317,鴻海,2784000,3.32,
8046,南電,2922000,3.12,
8210,勤誠,762000,2.62,
2884,玉山金,13477010,2.59,
2357,華碩,696000,2.53,
6274,台燿,1359000,2.4,
2059,川湖,126000,2.2,
6805,富世達,336000,2.2,
6223,旺矽,219000,1.58,
3583,辛耘,723000,1.55,
3533,嘉澤,159000,1.32,
1560,中砂,593000,1.14,
3131,弘塑,122000,1.0,
6139,亞翔,486000,0.96,
2449,京元電子,1069000,0.83,
2481,強茂,2175000,0.76,
4966,譜瑞-KY,161000,0.72,
2382,廣達,455000,0.7,
3231,緯創,998000,0.65,
4770,上品,360000,0.59,
3376,新日興,400000,0.55,
3443,創意,74000,0.55,
3008,大立光,32000,0.44,
6515,穎崴,67000,0.43,
6143,振曜,619000,0.41,
6472,保瑞,76000,0.32,
1210,大成,754000,0.23,
2886,兆豐金,818000,0.19,
2891,中信金,774000,0.19,
3217,優群,191000,0.19,
5347,世界,232000,0.12,
2618,長榮航,430000,0.1,
6757,台灣虎航,192000,0.09,
3045,台灣大,43000,0.03,
6669,緯穎,1000,0.02,
2327,國巨*,4000,0.0,
2439,美律,1000,0.0,
3044,健鼎,1000,0.0,
3605,宏致,1000,0.0,
6278,台表科,1000,0.0,
8996,高力,1000,0.0,
