股票代號,股票名稱,股數,持股權重
1303,南亞,5445000,2.5735
1815,富喬,10877000,2.2669
2059,川湖,293000,8.3424
2308,台達電,632000,2.7135
2330,台積電,1406000,7.6701
2337,旺宏,1343000,0.419
2345,智邦,1080000,5.658
2383,台光電,466000,6.5438
2454,聯發科,406000,3.8933
2455,全新,2753000,2.3797
3008,大立光,420000,4.4102
3017,奇鋐,1002000,7.3833
3037,欣興,2497000,5.8014
3189,景碩,840013,1.6493
3231,緯創,7662000,3.377
3260,威剛,358000,0.3278
3264,欣銓,72000,0.0369
3443,創意,160000,1.9917
3583,辛耘,147000,0.238
3661,世芯-KY,215000,2.0617
3665,貿聯-KY,1161000,5.8179
3711,日月光投控,1629000,2.2856
4958,臻鼎-KY,1000000,1.1149
5289,宜鼎,98000,0.3292
5347,世界,629000,0.2299
6139,亞翔,250000,0.4544
6223,旺矽,263000,3.8579
6515,穎崴,42000,0.6457
6584,南俊國際,2231000,3.0744
6669,緯穎,77000,1.1286
6805,富世達,109000,0.4481
7734,印能科技,56000,0.3941
7751,竑騰,149000,0.4904
8021,尖點,2682000,2.6513
8046,南電,300000,0.8917
8996,高力,1630000,4.7523
