股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,312000,3.4393,5620.0
2308,台達電,344000,1.7188,2300.0
2327,國巨*,1566000,2.3974,769.0
2330,台積電,1706000,8.3836,2365.0
2337,旺宏,1434000,0.4624,150.0
2344,華邦電,663000,0.2768,162.0
2345,智邦,977000,5.0528,2490.0
2360,致茂,370000,2.713,2565.0
2368,金像電,945000,2.6286,1315.0
2383,台光電,563000,5.6029,4885.0
2408,南亞科,2432000,2.3398,360.0
2449,京元電子,166000,0.2077,309.5
2454,聯發科,406000,3.7058,4300.0
2455,全新,2753000,2.2803,399.0
2486,一詮,1230000,0.83,279.5
3008,大立光,125000,0.9851,3680.0
3017,奇鋐,634000,3.5401,2600.0
3036,文曄,947000,1.0062,281.0
3037,欣興,2797000,5.5959,933.0
3081,聯亞,366000,1.9456,2655.0
3105,穩懋,1949000,1.9577,483.5
3131,弘塑,87000,1.2799,3150.0
3163,波若威,676000,3.2992,1020.0
3189,景碩,470013,0.6701,712.0
3260,威剛,382000,0.3604,421.5
3324,雙鴻,93000,0.3987,1110.0
3443,創意,311000,2.8195,4410.0
3491,昇達科,71000,0.5438,1935.0
3529,力旺,67000,0.8746,3435.0
3533,嘉澤,343000,3.2519,2365.0
3583,辛耘,566000,1.0169,868.0
3653,健策,102000,0.7839,3620.0
3661,世芯-KY,280000,2.5038,4285.0
3665,貿聯-KY,652000,2.895,2200.0
3711,日月光投控,1629000,1.9903,577.0
4749,新應材,526000,1.9923,1015.0
4991,環宇-KY,553000,0.777,654.0
5274,信驊,29000,1.0913,17505.0
5289,宜鼎,153000,0.6005,1755.0
5347,世界,2277000,1.2867,161.5
6139,亞翔,250000,0.4249,808.0
6187,萬潤,435000,0.9993,1120.0
6223,旺矽,326000,4.0772,5765.0
6274,台燿,471000,1.6449,1610.0
6442,光聖,310000,3.0332,2055.0
6510,精測,142000,2.2051,3300.0
6515,穎崴,145000,2.5843,8425.0
6531,愛普*,367000,0.8081,1010.0
6584,南俊國際,2204000,3.0426,650.0
6669,緯穎,386000,4.43,5660.0
6781,AES-KY,198000,0.8877,1135.0
6805,富世達,219000,1.8922,1950.0
7734,印能科技,56000,0.3588,3055.0
7751,竑騰,375000,1.2208,1545.0
7769,鴻勁,142000,2.6594,7275.0
8021,尖點,569920,0.7093,458.0
8046,南電,858000,2.5005,845.0
8299,群聯,475000,2.525,2450.0
8358,金居,1728000,1.9651,596.0
8996,高力,1630000,3.7615,1125.0
