股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,1787000,0.36,
1560,中砂,510000,0.76,
2059,川湖,190000,3.37,
2308,台達電,1122000,5.65,
2317,鴻海,4573000,5.31,
2327,國巨*,627000,0.73,
2330,台積電,1342000,9.36,
2344,華邦電,1000,0.0,
2345,智邦,1325000,6.0,
2354,鴻準,3284000,1.08,
2357,華碩,1000,0.0,
2368,金像電,2023000,3.89,
2383,台光電,910000,4.99,
2439,美律,1000,0.0,
2449,京元電子,3979000,3.52,
2454,聯發科,1000,0.01,
2884,玉山金,1010,0.0,
3008,大立光,1000,0.01,
3017,奇鋐,1259000,7.06,
3037,欣興,1000,0.0,
3045,台灣大,1000,0.0,
3211,順達,410000,0.62,
3217,優群,1000,0.0,
3231,緯創,3248000,2.24,
3376,新日興,988000,1.0,
3406,玉晶光,727000,1.47,
3515,華擎,960000,1.45,
3533,嘉澤,239000,1.62,
3583,辛耘,1000,0.0,
3653,健策,290000,2.92,
3661,世芯-KY,167000,2.41,
3665,貿聯-KY,1199848,7.74,
3711,日月光投控,1000,0.0,
4770,上品,1000,0.0,
4958,臻鼎-KY,1582000,1.27,
4966,譜瑞-KY,1000,0.0,
5274,信驊,35000,0.85,
5347,世界,1000,0.0,
5536,聖暉*,215000,0.73,
6139,亞翔,1000,0.0,
6191,精成科,1511000,0.77,
6223,旺矽,556000,5.11,
6274,台燿,1920000,3.06,
6472,保瑞,1000,0.0,
6515,穎崴,1000,0.01,
6669,緯穎,224000,4.28,
6805,富世達,564000,3.72,
8210,勤誠,831000,3.22,
8299,群聯,139000,0.63,
8996,高力,105000,0.26,
