股票代號,股票名稱,股數,持股權重
2059,川湖,293000,6.3217
2303,聯電,7000000,2.2997
2327,國巨*,1247000,2.0321
2330,台積電,1406000,8.615
2337,旺宏,1343000,0.4394
2345,智邦,1080000,6.3077
2383,台光電,563000,7.0682
2454,聯發科,406000,3.8956
2455,全新,2753000,2.3436
3008,大立光,420000,4.4789
3017,奇鋐,1002000,6.2702
3026,禾伸堂,909000,1.3865
3037,欣興,2097000,4.6365
3189,景碩,440013,0.8145
3231,緯創,3496000,1.6134
3260,威剛,358000,0.3752
3264,欣銓,72000,0.0386
3363,上詮,300000,0.4677
3443,創意,211000,2.2281
3491,昇達科,1000,0.003
3583,辛耘,147000,0.287
3661,世芯-KY,215000,1.9396
3665,貿聯-KY,955000,5.3536
3711,日月光投控,1629000,2.5824
5289,宜鼎,98000,0.3398
6139,亞翔,250000,0.4967
6187,萬潤,1220000,3.2923
6223,旺矽,326000,4.862
6488,環球晶,394000,1.094
6515,穎崴,42000,0.7003
6584,南俊國際,2231000,3.019
6669,緯穎,77000,1.1534
6805,富世達,109000,0.4135
7734,印能科技,56000,0.5008
7751,竑騰,310000,1.0144
8021,尖點,2501000,2.5464
8299,群聯,366000,1.7368
8996,高力,1630000,4.2287
