股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,200000,1.7486,1015.0
2059,川湖,127000,3.81,3490.0
2308,台達電,494000,5.2082,1250.0
2317,鴻海,314000,0.6028,225.5
2327,國巨*,583000,1.4342,295.0
2330,台積電,556000,8.3639,1780.0
2344,華邦電,1079000,1.0451,115.5
2345,智邦,478000,4.7118,1155.0
2360,致茂,307000,2.6709,1035.0
2383,台光電,200000,2.9829,1820.0
2408,南亞科,950000,2.3289,277.0
2449,京元電子,432000,1.1016,300.0
2451,創見,455000,0.939,241.0
3017,奇鋐,315000,3.699,1420.0
3037,欣興,302000,0.862,354.0
3131,弘塑,135000,2.0501,1765.0
3163,波若威,612000,2.0248,424.5
3189,景碩,209000,0.3726,228.5
3260,威剛,804000,2.381,356.0
3324,雙鴻,40000,0.3195,926.0
3443,創意,23000,0.5165,2585.0
3529,力旺,71000,0.995,1795.0
3653,健策,14000,0.3288,2795.0
3661,世芯-KY,62000,1.8706,3430.0
3665,貿聯-KY,379000,4.6455,1420.0
4749,新應材,228000,1.6553,838.0
5274,信驊,23000,1.7506,8760.0
5289,宜鼎,154000,1.0005,763.0
5347,世界,2060000,2.5603,159.5
5439,高技,120000,0.3193,309.0
5536,聖暉*,220000,1.2445,655.0
6223,旺矽,167000,3.7003,2735.0
6274,台燿,223000,0.9786,530.0
6415,矽力*-KY,800000,1.7931,287.5
6442,光聖,124000,1.3817,1430.0
6515,穎崴,96000,3.3449,4275.0
6531,愛普*,233000,0.8987,438.0
6584,南俊國際,104000,0.2629,294.0
6781,AES-KY,179000,1.8509,1185.0
6805,富世達,52000,0.6284,1420.0
7769,鴻勁,87000,2.83,3775.0
8021,尖點,492000,0.9678,231.0
8046,南電,147000,0.4662,395.0
8210,勤誠,162000,1.3483,965.0
8299,群聯,272000,4.8378,2120.0
8358,金居,699000,1.6177,283.0
8996,高力,362000,2.2651,722.0
