股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,293000,6.3031,7975.0
2303,聯電,7000000,2.5259,134.5
2327,國巨*,2066000,3.6129,670.0
2330,台積電,1406000,9.0544,2410.0
2337,旺宏,1343000,0.438,123.0
2345,智邦,1080000,6.2655,2220.0
2383,台光電,563000,6.8684,4830.0
2454,聯發科,406000,3.7641,3670.0
2455,全新,2753000,2.1167,295.0
3008,大立光,420000,4.5176,3985.0
3017,奇鋐,1002000,5.9381,2320.0
3026,禾伸堂,909000,1.5669,682.0
3037,欣興,2097000,4.3656,825.0
3189,景碩,440013,0.8293,746.0
3260,威剛,358000,0.3463,368.5
3264,欣銓,72000,0.0394,210.0
3363,上詮,300000,0.4188,523.0
3443,創意,211000,2.1934,4115.0
3491,昇達科,1000,0.0033,1185.0
3583,辛耘,147000,0.297,750.0
3661,世芯-KY,215000,2.0082,3490.0
3665,貿聯-KY,955000,4.8246,2000.0
3711,日月光投控,1629000,2.6995,633.0
5289,宜鼎,98000,0.3305,1300.0
6139,亞翔,250000,0.5378,815.0
6182,合晶,4500000,1.6863,130.0
6187,萬潤,1220000,3.1663,998.0
6223,旺矽,326000,4.9362,5875.0
6488,環球晶,394000,1.3834,1205.0
6515,穎崴,99000,1.6625,6655.0
6584,南俊國際,2231000,3.3441,541.0
6805,富世達,109000,0.3948,1415.0
7734,印能科技,56000,0.4406,3115.0
7751,竑騰,318000,0.9709,1180.0
8021,尖點,1501000,1.7061,380.5
8299,群聯,445000,2.1431,1855.0
8996,高力,1630000,4.3933,983.0
