股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,358000,3.4292,4860.0
2308,台達電,357000,1.4709,2075.0
2327,國巨*,200000,0.1766,455.5
2330,台積電,1761000,7.6428,2265.0
2337,旺宏,1271000,0.4106,162.5
2344,華邦電,893000,0.2287,129.5
2345,智邦,716000,3.6619,2505.0
2360,致茂,370000,2.713,2240.0
2368,金像電,669000,1.829,1290.0
2383,台光電,536000,5.0419,4615.0
2408,南亞科,3280000,2.1384,311.5
2449,京元電子,166000,0.2077,299.5
2454,聯發科,180000,1.1718,3260.0
2455,全新,1927000,1.3208,358.5
2486,一詮,1230000,0.83,249.0
3017,奇鋐,501000,2.4473,2455.0
3036,文曄,1177000,0.6109,270.0
3037,欣興,2302000,3.8775,821.0
3081,聯亞,380000,2.1396,2655.0
3105,穩懋,3433000,3.1735,458.5
3131,弘塑,87000,1.2799,2870.0
3163,波若威,923000,1.8,950.0
3189,景碩,486013,0.485,486.0
3260,威剛,393000,0.3358,425.0
3324,雙鴻,151000,0.293,995.0
3443,創意,360000,3.493,4845.0
3491,昇達科,97000,0.3013,1690.0
3529,力旺,67000,0.8746,3830.0
3533,嘉澤,420000,1.9673,2330.0
3583,辛耘,33000,0.0586,888.0
3653,健策,197000,1.2674,3465.0
3661,世芯-KY,393000,3.6292,4605.0
3665,貿聯-KY,667000,2.8693,2095.0
3711,日月光投控,320000,0.3352,547.0
4749,新應材,526000,1.9923,1015.0
4991,環宇-KY,692000,0.9367,642.0
5274,信驊,45000,1.5323,17195.0
5289,宜鼎,142000,0.5063,1760.0
5347,世界,2277000,1.2867,176.5
6223,旺矽,289000,3.4755,5895.0
6274,台燿,636000,1.7631,1305.0
6442,光聖,488000,1.7307,1740.0
6510,精測,422000,3.3483,3735.0
6515,穎崴,151000,3.0429,9780.0
6531,愛普*,703000,1.4112,1080.0
6584,南俊國際,1337000,1.705,658.0
6669,緯穎,465000,4.8319,5115.0
6781,AES-KY,198000,0.8877,1160.0
6805,富世達,219000,1.8922,1735.0
7751,竑騰,387000,1.1468,1625.0
7769,鴻勁,194000,2.8041,6895.0
8021,尖點,569920,0.7093,441.5
8046,南電,1658000,2.6849,786.0
8299,群聯,711000,3.915,2650.0
8358,金居,1728000,1.9651,389.5
8996,高力,1689000,3.4391,1040.0
