股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,358000,3.3469,4895.0
2308,台達電,357000,1.4203,2030.0
2327,國巨*,1600000,1.7285,572.0
2330,台積電,1761000,7.9939,2230.0
2337,旺宏,671000,0.4277,141.0
2344,華邦電,663000,0.2768,114.0
2345,智邦,916000,4.4816,2480.0
2360,致茂,370000,2.713,2270.0
2368,金像電,669000,1.7164,1285.0
2383,台光電,536000,4.894,4690.0
2408,南亞科,2432000,2.3398,293.0
2449,京元電子,166000,0.2077,286.0
2454,聯發科,180000,1.2078,3550.0
2455,全新,3127000,2.6018,386.5
2486,一詮,1230000,0.83,278.5
3017,奇鋐,501000,2.4355,2495.0
3036,文曄,1177000,0.6822,291.5
3037,欣興,2902000,4.9618,905.0
3081,聯亞,380000,2.0368,2555.0
3105,穩懋,3433000,3.1845,483.0
3131,弘塑,87000,1.2799,2700.0
3163,波若威,923000,1.8255,1045.0
3189,景碩,486013,0.5088,554.0
3260,威剛,393000,0.331,413.0
3324,雙鴻,93000,0.3987,1000.0
3443,創意,360000,3.4441,5065.0
3491,昇達科,97000,0.3536,1850.0
3529,力旺,67000,0.8746,3555.0
3533,嘉澤,420000,2.0592,2525.0
3583,辛耘,33000,0.0566,861.0
3653,健策,197000,1.2401,3330.0
3661,世芯-KY,393000,3.7557,4905.0
3665,貿聯-KY,667000,2.7229,2155.0
3711,日月光投控,320000,0.3164,510.0
4749,新應材,526000,1.9923,1090.0
4991,環宇-KY,574000,0.8347,740.0
5274,信驊,45000,1.4546,16440.0
5289,宜鼎,90000,0.411,1710.0
5347,世界,2277000,1.2867,163.5
6223,旺矽,339000,4.0003,5650.0
6274,台燿,636000,1.5921,1325.0
6442,光聖,310000,3.0332,1785.0
6510,精測,422000,2.9676,3350.0
6515,穎崴,151000,2.8484,9510.0
6531,愛普*,453000,0.9157,876.0
6584,南俊國際,1337000,1.7443,680.0
6669,緯穎,465000,4.7433,5345.0
6781,AES-KY,198000,0.8877,1140.0
6805,富世達,219000,1.8922,1810.0
7751,竑騰,387000,1.206,1650.0
7769,鴻勁,194000,2.8132,7675.0
8021,尖點,569920,0.7093,384.0
8046,南電,1658000,2.8555,872.0
8299,群聯,489000,2.301,2335.0
8358,金居,1728000,1.9651,498.0
8996,高力,1689000,3.4879,1065.0
