股票代號,股票名稱,股數,持股權重
2059,川湖,258000,2.0207
2308,台達電,357000,1.5307
2330,台積電,1761000,7.738
2337,旺宏,1271000,0.3792
2344,華邦電,893000,0.1645
2345,智邦,716000,3.4642
2360,致茂,487000,2.1728
2368,金像電,669000,1.8607
2383,台光電,537000,4.9319
2408,南亞科,3280000,1.5014
2454,聯發科,180000,0.9978
2455,全新,1927000,1.3213
3017,奇鋐,601000,3.3489
3036,文曄,1177000,0.4785
3037,欣興,2302000,4.0505
3081,聯亞,380000,2.0147
3105,穩懋,3433000,3.4745
3131,弘塑,154000,0.9116
3163,波若威,923000,2.2373
3189,景碩,486013,0.4984
3260,威剛,393000,0.3347
3324,雙鴻,151000,0.347
3443,創意,260000,2.3527
3491,昇達科,97000,0.3194
3533,嘉澤,468000,2.3592
3583,辛耘,33000,0.0505
3653,健策,197000,2.0166
3661,世芯-KY,273000,2.241
3665,貿聯-KY,667000,3.7876
3711,日月光投控,320000,0.3244
4749,新應材,701000,1.3945
4991,環宇-KY,692000,0.9048
5274,信驊,45000,1.5249
5289,宜鼎,142000,0.3551
6223,旺矽,289000,2.8831
6271,同欣電,2589000,0.8901
6274,台燿,636000,1.3635
6442,光聖,785000,3.1613
6510,精測,422000,3.081
6515,穎崴,151000,3.1207
6531,愛普*,703000,1.2546
6584,南俊國際,1337000,1.7353
6669,緯穎,465000,4.3649
7751,竑騰,388000,1.9934
7769,鴻勁,194000,2.0159
8046,南電,1108000,2.1101
8299,群聯,711000,2.7603
8996,高力,1689000,4.0615
