股票代號,股票名稱,股數,持股權重
2059,川湖,208000,2.3114
2308,台達電,147000,0.8257
2330,台積電,984000,6.0983
2337,旺宏,739000,0.2955
2344,華邦電,724000,0.194
2345,智邦,581000,3.6716
2360,致茂,389000,2.678
2368,金像電,248000,0.8896
2383,台光電,353000,4.0952
2408,南亞科,2657000,1.7034
2486,一詮,1297000,0.7325
3017,奇鋐,405000,2.9674
3036,文曄,999000,0.7014
3037,欣興,1784000,3.502
3081,聯亞,195000,1.5478
3105,穩懋,2408000,3.9624
3131,弘塑,124000,1.2322
3163,波若威,738000,2.76
3189,景碩,484013,0.5785
3260,威剛,268000,0.3015
3324,雙鴻,99000,0.3128
3443,創意,168000,1.6694
3491,昇達科,78000,0.3976
3529,力旺,89000,1.1072
3533,嘉澤,375000,2.8506
3653,健策,110000,1.533
3661,世芯-KY,65000,0.6975
3665,貿聯-KY,420000,3.0324
3711,日月光投控,258000,0.3481
4749,新應材,575000,1.5711
4991,環宇-KY,552000,1.1122
5274,信驊,35000,1.4751
5289,宜鼎,98000,0.3006
5347,世界,2401000,0.9675
6223,旺矽,214000,3.394
6271,同欣電,1695000,0.9599
6274,台燿,510000,1.4729
6442,光聖,542000,3.5658
6510,精測,176000,2.0095
6515,穎崴,121000,3.8067
6531,愛普*,567000,1.1147
6584,南俊國際,661000,1.346
6669,緯穎,209000,2.4278
6781,AES-KY,74000,0.2349
6805,富世達,240000,1.3701
7751,竑騰,311000,1.7992
7769,鴻勁,155000,2.1294
8021,尖點,583920,0.6961
8046,南電,938000,2.0732
8299,群聯,578000,2.7704
8358,金居,1326000,1.4877
8996,高力,1030000,3.8363
