股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,358000,3.4747,4765.0
2308,台達電,357000,1.4794,2020.0
2327,國巨*,200000,0.1819,501.0
2330,台積電,1761000,7.9658,2240.0
2337,旺宏,1271000,0.4124,160.0
2344,華邦電,893000,0.2309,130.5
2345,智邦,916000,4.5825,2495.0
2360,致茂,370000,2.713,2185.0
2368,金像電,669000,1.7235,1250.0
2383,台光電,536000,4.9401,4545.0
2408,南亞科,3280000,2.0404,305.0
2449,京元電子,166000,0.2077,295.0
2454,聯發科,180000,1.1719,3400.0
2455,全新,1927000,1.3796,387.0
2486,一詮,1230000,0.83,253.0
3017,奇鋐,501000,2.4563,2410.0
3036,文曄,1177000,0.6346,263.5
3037,欣興,2302000,3.7744,816.0
3081,聯亞,380000,2.0148,2710.0
3105,穩懋,3433000,3.1435,450.5
3131,弘塑,87000,1.2799,2775.0
3163,波若威,923000,1.7511,900.0
3189,景碩,486013,0.4717,505.0
3260,威剛,393000,0.3335,418.0
3324,雙鴻,151000,0.3,982.0
3443,創意,360000,3.4833,4740.0
3491,昇達科,97000,0.3273,1855.0
3529,力旺,67000,0.8746,3450.0
3533,嘉澤,420000,1.9543,2325.0
3583,辛耘,33000,0.0585,900.0
3653,健策,197000,1.3632,3270.0
3661,世芯-KY,393000,3.6143,4590.0
3665,貿聯-KY,667000,2.7906,2025.0
3711,日月光投控,320000,0.3495,510.0
4749,新應材,526000,1.9923,1005.0
4991,環宇-KY,692000,0.8872,698.0
5274,信驊,45000,1.5453,16150.0
5289,宜鼎,142000,0.4991,1865.0
5347,世界,2277000,1.2867,159.0
6223,旺矽,289000,3.4023,6135.0
6274,台燿,636000,1.6575,1260.0
6442,光聖,310000,3.0332,1815.0
6510,精測,422000,3.1477,3720.0
6515,穎崴,151000,2.9492,10240.0
6531,愛普*,703000,1.5162,1135.0
6584,南俊國際,1337000,1.7569,636.0
6669,緯穎,465000,4.75,5090.0
6781,AES-KY,198000,0.8877,1185.0
6805,富世達,219000,1.8922,1735.0
7751,竑騰,387000,1.2559,1785.0
7769,鴻勁,194000,2.6714,6655.0
8021,尖點,569920,0.7093,400.5
8046,南電,1658000,2.6026,791.0
8299,群聯,711000,3.7628,2735.0
8358,金居,1728000,1.9651,428.0
8996,高力,1689000,3.508,1045.0
