股票代號,股票名稱,股數,持股權重
2059,川湖,293000,3.9637
2308,台達電,344000,1.698
2327,國巨*,1566000,2.5744
2330,台積電,1706000,8.5706
2337,旺宏,1343000,0.4218
2345,智邦,977000,5.1756
2360,致茂,200000,1.0726
2368,金像電,945000,2.8133
2383,台光電,563000,5.8786
2454,聯發科,406000,3.6172
2455,全新,2753000,2.1664
3008,大立光,125000,0.9672
3017,奇鋐,634000,3.5667
3037,欣興,2097000,4.1818
3105,穩懋,1949000,1.9262
3189,景碩,440013,0.6723
3260,威剛,358000,0.3158
3363,上詮,300000,0.5444
3443,創意,311000,2.8967
3491,昇達科,1000,0.0039
3583,辛耘,566000,0.9998
3653,健策,102000,0.8529
3661,世芯-KY,262000,2.3916
3665,貿聯-KY,855000,3.921
3711,日月光投控,1629000,1.9256
4991,環宇-KY,394000,0.5278
5274,信驊,29000,1.1125
5289,宜鼎,98000,0.3882
6139,亞翔,250000,0.3984
6187,萬潤,870000,2.0568
6223,旺矽,326000,3.9356
6274,台燿,441000,1.4818
6510,精測,129000,1.0067
6515,穎崴,145000,2.6598
6584,南俊國際,2204000,3.0105
6669,緯穎,319000,3.6835
6805,富世達,109000,0.4521
7734,印能科技,56000,0.3708
7751,竑騰,375000,1.1738
7769,鴻勁,91000,1.4013
8021,尖點,501000,0.5044
8046,南電,718000,1.3061
8299,群聯,445000,2.1917
8996,高力,1630000,4.3174
