股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,1000,0.0,
1319,東陽,2563000,0.53,
1802,台玻,2065000,0.2,
1815,富喬,4454000,0.79,
2059,川湖,147000,1.0,
2308,台達電,3094000,7.43,
2313,華通,5013000,1.63,
2317,鴻海,1000,0.0,
2327,國巨*,6551000,3.64,
2330,台積電,2913000,9.82,
2345,智邦,2526000,5.65,
2357,華碩,2000,0.0,
2368,金像電,2797000,3.44,
2383,台光電,1352000,4.64,
2439,美律,2000,0.0,
2449,京元電子,1000,0.0,
2454,聯發科,1000,0.0,
2884,玉山金,2010,0.0,
3008,大立光,3000,0.01,
3017,奇鋐,2290000,6.0,
3037,欣興,1866000,1.2,
3045,台灣大,2000,0.0,
3211,順達,570000,0.35,
3217,優群,326000,0.1,
3376,新日興,727000,0.31,
3533,嘉澤,376000,1.04,
3583,辛耘,2000,0.0,
3653,健策,767000,4.08,
3661,世芯-KY,458000,2.99,
3665,貿聯-KY,1483848,3.93,
3711,日月光投控,2000,0.0,
3715,定穎投控,1960,0.0,
5269,祥碩,262000,0.67,
5274,信驊,142000,2.4,
5536,聖暉*,17000,0.02,
6139,亞翔,668000,0.7,
6191,精成科,3238000,0.74,
6223,旺矽,962000,4.66,
6274,台燿,5399000,5.18,
6415,矽力*-KY,1474000,0.74,
6488,環球晶,766000,0.77,
6510,精測,47000,0.26,
6515,穎崴,214000,1.59,
6669,緯穎,722000,5.08,
6805,富世達,1016000,2.67,
8046,南電,3788000,2.76,
8210,勤誠,1563000,2.89,
8299,群聯,1848000,7.04,
8358,金居,1826000,0.95,
8996,高力,1000,0.0,
