股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.54
2059,川湖,134000,3.2745
2308,台達電,504000,4.7853
2317,鴻海,325000,0.5577
2327,國巨*,595000,1.2849
2330,台積電,556000,7.6805
2344,華邦電,1079000,1.079
2345,智邦,488000,4.2346
2360,致茂,313000,2.3872
2368,金像電,60000,0.3273
2383,台光電,224000,3.042
2408,南亞科,968000,2.4596
2449,京元電子,932000,2.1469
2451,創見,463000,0.9602
2454,聯發科,85000,1.1642
2486,一詮,1150000,1.1455
3017,奇鋐,331000,3.7609
3037,欣興,858000,2.5273
3131,弘塑,141000,1.8325
3163,波若威,612000,2.1718
3189,景碩,213000,0.4177
3231,緯創,827000,0.8399
3260,威剛,819000,2.3169
3324,雙鴻,91000,0.6444
3443,創意,23000,0.4689
3529,力旺,71000,1.0111
3653,健策,14000,0.3094
3661,世芯-KY,64000,1.5565
3665,貿聯-KY,387000,3.9153
4749,新應材,240000,1.6081
5274,信驊,26000,1.7968
5289,宜鼎,157000,0.9701
5347,世界,2101000,2.3463
5439,高技,126000,0.2922
5536,聖暉*,7000,0.0343
6223,旺矽,175000,3.4252
6274,台燿,238000,0.9316
6415,矽力*-KY,840000,1.8337
6442,光聖,124000,1.7225
6515,穎崴,101000,3.0694
6531,愛普*,245000,0.8189
6584,南俊國際,136000,0.3111
6669,緯穎,50000,1.3911
6781,AES-KY,191000,1.6796
6805,富世達,55000,0.6099
7769,鴻勁,92000,2.6849
8021,尖點,509920,0.8135
8046,南電,160000,0.4837
8210,勤誠,165000,1.1621
8299,群聯,327000,6.0568
8358,金居,713000,1.4538
8996,高力,412000,2.3951
