股票代號,股票名稱,股數,持股權重
1303,南亞,5445000,3.1181
1815,富喬,11420868,3.3043
2059,川湖,205000,6.2742
2301,光寶科,659000,0.4546
2330,台積電,1116000,6.6178
2345,智邦,1104000,4.8571
2357,華碩,196000,0.4433
2360,致茂,76000,0.4315
2376,技嘉,508000,0.447
2383,台光電,465000,5.4425
2404,漢唐,155000,0.4188
2454,聯發科,179000,2.1443
2455,全新,1700000,2.3251
3008,大立光,293000,4.4837
3017,奇鋐,1001000,8.1737
3026,禾伸堂,261000,0.4936
3037,欣興,2482000,6.0534
3081,聯亞,63000,0.433
3189,景碩,844013,1.6689
3231,緯創,7245000,3.2308
3443,創意,164000,2.9861
3653,健策,33000,0.4568
3665,貿聯-KY,1161000,6.3849
3711,日月光投控,250000,0.3963
4958,臻鼎-KY,1000000,1.1238
5274,信驊,11000,0.5213
5289,宜鼎,99952,0.3094
5347,世界,629000,0.2586
6139,亞翔,250000,0.4292
6187,萬潤,134000,0.3957
6213,聯茂,373000,0.4833
6223,旺矽,268000,3.5212
6274,台燿,113000,0.3877
6515,穎崴,51000,0.7066
6584,南俊國際,2231000,2.9873
6669,緯穎,429675,2.2089
8021,尖點,2682000,2.9884
8046,南電,968000,2.4534
8150,南茂,1957000,0.4819
8996,高力,1630000,5.8657
