股票代號,股票名稱,股數,持股權重
1303,南亞,5445000,3.0708
1815,富喬,11420868,3.3296
2059,川湖,205000,6.1148
2301,光寶科,659000,0.4597
2330,台積電,1116000,6.7771
2345,智邦,1074000,5.0316
2357,華碩,196000,0.4631
2360,致茂,76000,0.4025
2376,技嘉,508000,0.4436
2383,台光電,465000,6.056
2404,漢唐,155000,0.4084
2454,聯發科,145000,1.6355
2455,全新,2150000,2.8466
3008,大立光,293000,4.5172
3017,奇鋐,1001000,7.9393
3026,禾伸堂,261000,0.4824
3037,欣興,2482000,6.0099
3081,聯亞,63000,0.429
3189,景碩,844013,1.7084
3231,緯創,7245000,3.3666
3443,創意,164000,2.52
3653,健策,33000,0.4461
3661,世芯-KY,215000,1.8366
3665,貿聯-KY,1161000,5.8531
3711,日月光投控,250000,0.3768
4958,臻鼎-KY,1000000,1.2158
5274,信驊,11000,0.4907
5289,宜鼎,99952,0.3244
5347,世界,629000,0.245
6139,亞翔,250000,0.4538
6187,萬潤,134000,0.4145
6213,聯茂,373000,0.4929
6223,旺矽,268000,3.7121
6274,台燿,113000,0.3941
6515,穎崴,51000,0.8193
6584,南俊國際,2231000,3.0504
6669,緯穎,429675,2.5326
8021,尖點,2682000,2.9466
8046,南電,968000,2.6742
8150,南茂,1957000,0.4205
8996,高力,1630000,5.0633
