股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,6261000,0.76,
1319,東陽,1531000,0.27,
1326,台化,5790000,0.39,
1802,台玻,2065000,0.15,
1815,富喬,4575000,0.67,
2002,中鋼,4923000,0.17,
2059,川湖,40000,0.2,
2308,台達電,2560000,5.06,
2313,華通,1000,0.0,
2317,鴻海,1000,0.0,
2327,國巨*,6729000,2.85,
2330,台積電,2992000,9.39,
2345,智邦,2625000,6.09,
2357,華碩,2000,0.0,
2368,金像電,2887000,4.08,
2383,台光電,1809000,6.36,
2404,漢唐,165000,0.25,
2439,美律,2000,0.0,
2449,京元電子,1260000,0.64,
2454,聯發科,1000,0.0,
2884,玉山金,2010,0.0,
3008,大立光,3000,0.01,
3017,奇鋐,2352000,6.36,
3037,欣興,3974000,2.46,
3045,台灣大,2000,0.0,
3211,順達,585000,0.27,
3217,優群,326000,0.08,
3376,新日興,1044000,0.34,
3533,嘉澤,1000,0.0,
3653,健策,940000,5.26,
3661,世芯-KY,540000,2.97,
3665,貿聯-KY,1841848,4.24,
4979,華星光,329000,0.18,
5269,祥碩,140000,0.3,
5274,信驊,178000,2.77,
5536,聖暉*,1000,0.0,
6139,亞翔,1653000,1.45,
6191,精成科,3326000,0.58,
6223,旺矽,988000,4.59,
6274,台燿,4965000,4.41,
6488,環球晶,786000,0.64,
6510,精測,236000,1.55,
6515,穎崴,231000,1.89,
6669,緯穎,741000,4.56,
6805,富世達,1094000,2.89,
8046,南電,3788000,2.59,
8210,勤誠,1563000,2.56,
8299,群聯,1614000,4.92,
8358,金居,1826000,0.79,
8996,高力,1000,0.0,
