股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,5445000,2.9079,230.5
1815,富喬,10877000,3.0526,130.0
2059,川湖,293000,6.8632,13905.0
2301,光寶科,659000,0.4807,299.0
2308,台達電,382000,1.6511,1850.0
2330,台積電,1406000,7.7117,2460.0
2337,旺宏,1343000,0.4017,124.5
2345,智邦,1080000,6.0364,2100.0
2357,華碩,196000,0.4758,999.0
2360,致茂,76000,0.3653,2230.0
2376,技嘉,508000,0.4343,364.5
2383,台光電,466000,5.7333,5495.0
2404,漢唐,155000,0.3927,1080.0
2454,聯發科,406000,3.691,4760.0
2455,全新,2753000,3.4426,500.0
3008,大立光,520000,5.5776,6660.0
3017,奇鋐,1002000,6.832,3420.0
3026,禾伸堂,261000,0.4333,771.0
3037,欣興,2497000,5.6346,949.0
3081,聯亞,63000,0.4729,3070.0
3189,景碩,844013,1.6371,813.0
3231,緯創,7662000,3.3673,197.0
3260,威剛,358000,0.3495,412.0
3264,欣銓,72000,0.0353,227.0
3443,創意,211000,2.1922,5935.0
3583,辛耘,147000,0.2512,722.0
3653,健策,33000,0.4591,5655.0
3661,世芯-KY,215000,2.1488,4040.0
3665,貿聯-KY,1161000,5.898,2070.0
3711,日月光投控,1629000,2.2478,621.0
4958,臻鼎-KY,1000000,1.0965,501.0
5274,信驊,11000,0.4551,19215.0
5289,宜鼎,99952,0.3219,1405.0
5347,世界,629000,0.2234,156.0
6139,亞翔,250000,0.4357,739.0
6187,萬潤,801000,2.1827,1370.0
6213,聯茂,373000,0.4567,513.0
6223,旺矽,326000,4.7631,5490.0
6274,台燿,113000,0.3653,1370.0
6515,穎崴,42000,0.6599,7000.0
6584,南俊國際,2231000,3.3499,619.0
6669,緯穎,429675,2.6102,2490.0
6805,富世達,109000,0.4449,2265.0
7734,印能科技,56000,0.4402,2915.0
7751,竑騰,270000,0.8797,1590.0
8021,尖點,2682000,2.6678,462.0
8046,南電,968000,2.4186,1050.0
8150,南茂,1957000,0.4176,91.3
8299,群聯,366000,1.7188,2095.0
8996,高力,1630000,5.0185,1240.0
