股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,207000,1.0135,881.0
2059,川湖,142000,2.6562,3520.0
2308,台達電,275000,2.1333,1415.0
2317,鴻海,342000,0.3687,195.0
2330,台積電,607000,6.0446,1810.0
2344,華邦電,513000,0.3034,99.5
2345,智邦,539000,4.6409,1535.0
2360,致茂,362000,3.0273,1480.0
2368,金像電,222000,1.1749,888.0
2383,台光電,316000,4.8592,2685.0
2408,南亞科,2382000,2.9224,216.5
2449,京元電子,552000,0.8685,278.5
2486,一詮,1204000,0.9472,146.0
3017,奇鋐,362000,3.9733,1945.0
3037,欣興,1250000,3.4317,460.0
3105,穩懋,904000,1.5666,313.5
3163,波若威,662000,2.9902,839.0
3189,景碩,476013,0.9061,320.5
3324,雙鴻,54000,0.2985,1005.0
3443,創意,65000,0.9262,2505.0
3529,力旺,66000,0.9441,2535.0
3533,嘉澤,336000,3.6694,1955.0
3653,健策,88000,1.864,3950.0
3661,世芯-KY,58000,1.0179,3110.0
4749,新應材,252000,1.1909,863.0
5274,信驊,28000,1.7661,10910.0
5289,宜鼎,170000,1.0148,978.0
5347,世界,2230000,1.3863,113.0
5439,高技,201000,0.3151,275.5
6223,旺矽,192000,3.9243,3670.0
6274,台燿,225000,0.6659,541.0
6442,光聖,244000,2.4835,1935.0
6515,穎崴,109000,4.7286,8190.0
6531,愛普*,359000,1.033,501.0
6584,南俊國際,279000,0.7874,540.0
6669,緯穎,65000,1.3035,3725.0
6781,AES-KY,194000,1.126,1090.0
6805,富世達,119000,1.221,1835.0
7751,竑騰,279000,2.3869,1515.0
7769,鴻勁,139000,3.0207,3720.0
8021,尖點,557920,0.732,231.0
8046,南電,840000,2.4678,491.0
8210,勤誠,169000,0.8303,868.0
8299,群聯,396000,3.9216,1685.0
8358,金居,748000,0.9156,221.5
8996,高力,655000,2.955,772.0
