股票代號,股票名稱,股數,持股權重
2059,川湖,358000,3.3064
2308,台達電,357000,1.5388
2327,國巨*,1600000,1.9399
2330,台積電,1761000,7.3326
2337,旺宏,1465000,0.4313
2345,智邦,1012000,4.8635
2360,致茂,207000,0.9492
2368,金像電,669000,1.7732
2383,台光電,536000,5.201
2454,聯發科,272000,2.1279
2455,全新,3127000,2.4291
2467,志聖,347000,0.4251
3017,奇鋐,501000,2.5042
3036,文曄,1177000,0.6336
3037,欣興,2902000,5.7756
3081,聯亞,380000,2.2026
3105,穩懋,3433000,3.539
3163,波若威,923000,2.0655
3189,景碩,486013,0.6204
3260,威剛,393000,0.2955
3443,創意,360000,3.4899
3491,昇達科,97000,0.3692
3533,嘉澤,420000,2.0338
3583,辛耘,33000,0.0549
3653,健策,197000,1.3261
3661,世芯-KY,393000,3.3449
3665,貿聯-KY,667000,2.7712
3711,日月光投控,320000,0.3586
4991,環宇-KY,574000,0.916
5274,信驊,30000,0.9487
5289,宜鼎,157000,0.4866
6139,亞翔,259000,0.3924
6223,旺矽,339000,3.8802
6274,台燿,636000,1.8432
6442,光聖,238000,0.9888
6510,精測,422000,2.6434
6515,穎崴,151000,2.4665
6531,愛普*,273000,0.5408
6584,南俊國際,1437000,1.8187
6669,緯穎,465000,4.5036
6805,富世達,112000,0.3667
7734,印能科技,59000,0.3906
7751,竑騰,387000,1.2493
7769,鴻勁,134000,1.9418
8021,尖點,518000,0.4413
8046,南電,1658000,2.804
8299,群聯,489000,2.2469
8996,高力,1689000,3.8572
