股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,1352000,9.38,
2308,台達電,1498000,6.08,
2383,台光電,816000,6.01,
3017,奇鋐,946000,5.95,
3665,貿聯-KY,1006848,5.8,
2345,智邦,924000,5.31,
3661,世芯-KY,223000,5.03,
2368,金像電,1778000,4.99,
2454,聯發科,560000,4.67,
3653,健策,352000,3.51,
2317,鴻海,2734000,3.38,
4958,臻鼎-KY,3198000,3.34,
8046,南電,2820000,2.97,
8210,勤誠,736000,2.69,
2884,玉山金,13006010,2.67,
2357,華碩,672000,2.55,
6274,台燿,1233000,2.42,
2059,川湖,118000,2.13,
6805,富世達,301000,1.91,
3583,辛耘,633000,1.42,
3533,嘉澤,159000,1.38,
1560,中砂,593000,1.19,
6223,旺矽,157000,1.13,
6139,亞翔,486000,1.0,
3131,弘塑,102000,0.88,
2481,強茂,2175000,0.8,
4966,譜瑞-KY,161000,0.77,
2382,廣達,455000,0.72,
3231,緯創,998000,0.68,
2449,京元電子,777000,0.62,
4770,上品,360000,0.62,
3008,大立光,32000,0.46,
6515,穎崴,67000,0.45,
6143,振曜,619000,0.44,
6472,保瑞,76000,0.35,
3376,新日興,229000,0.3,
1210,大成,754000,0.25,
2886,兆豐金,818000,0.21,
2891,中信金,774000,0.2,
3217,優群,191000,0.2,
5347,世界,232000,0.13,
2618,長榮航,430000,0.1,
6757,台灣虎航,192000,0.1,
3045,台灣大,43000,0.03,
6669,緯穎,1000,0.02,
2327,國巨,1000,0.0,
2439,美律,1000,0.0,
3044,健鼎,1000,0.0,
3605,宏致,1000,0.0,
6278,台表科,1000,0.0,
8996,高力,1000,0.0,
