股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,204000,1.4831,967.0
2059,川湖,134000,2.9599,3030.0
2308,台達電,504000,4.4949,1260.0
2317,鴻海,325000,0.5405,227.0
2330,台積電,556000,7.867,1915.0
2344,華邦電,379000,0.2952,105.5
2345,智邦,488000,5.1051,1450.0
2360,致茂,313000,2.4499,1050.0
2368,金像電,60000,0.382,829.0
2383,台光電,224000,3.5487,2195.0
2408,南亞科,1394000,2.8432,278.0
2449,京元電子,932000,2.1183,313.5
2454,聯發科,151000,2.0967,1855.0
2486,一詮,1150000,1.2636,152.0
3017,奇鋐,331000,4.0357,1605.0
3037,欣興,858000,2.3989,369.0
3163,波若威,612000,2.6116,589.0
3189,景碩,213000,0.4063,265.5
3231,緯創,827000,0.806,131.5
3260,威剛,819000,1.8307,294.0
3324,雙鴻,226000,1.837,1065.0
3443,創意,23000,0.4336,2475.0
3529,力旺,71000,0.9645,1985.0
3533,嘉澤,164000,2.0057,1645.0
3653,健策,14000,0.3529,3205.0
3661,世芯-KY,64000,1.5895,3380.0
3665,貿聯-KY,387000,4.0194,1365.0
4749,新應材,240000,1.4811,830.0
5274,信驊,26000,1.8247,9725.0
5289,宜鼎,157000,0.8933,726.0
5347,世界,2101000,1.9686,126.0
5439,高技,126000,0.2953,311.0
6223,旺矽,175000,3.6681,2790.0
6274,台燿,238000,0.9529,532.0
6442,光聖,124000,1.8525,1950.0
6515,穎崴,101000,3.7209,5005.0
6531,愛普*,245000,0.756,396.0
6584,南俊國際,136000,0.4171,445.0
6669,緯穎,50000,1.3867,3740.0
6781,AES-KY,191000,1.6243,1135.0
6805,富世達,55000,0.654,1545.0
7769,鴻勁,92000,2.7696,4345.0
8021,尖點,509920,0.7502,203.0
8046,南電,160000,0.4931,416.0
8210,勤誠,165000,1.2207,975.0
8299,群聯,327000,4.4914,1855.0
8358,金居,713000,1.3844,270.0
8996,高力,539000,3.7767,906.0
