股票代號,股票名稱,股數,持股權重
2059,川湖,293000,5.7234
2303,聯電,7000000,2.5976
2327,國巨*,2066000,4.0756
2330,台積電,1406000,8.2938
2337,旺宏,1343000,0.448
2345,智邦,977000,5.6805
2383,台光電,563000,6.9756
2454,聯發科,406000,3.7543
2455,全新,2753000,2.1896
3008,大立光,420000,4.4118
3017,奇鋐,1009000,5.4275
3037,欣興,2097000,4.5779
3189,景碩,440013,0.8712
3260,威剛,358000,0.3505
3264,欣銓,72000,0.0391
3363,上詮,300000,0.4358
3443,創意,211000,2.1781
3491,昇達科,1000,0.003
3583,辛耘,566000,1.0864
3661,世芯-KY,215000,2.1492
3665,貿聯-KY,955000,4.3058
3711,日月光投控,1629000,2.6386
5289,宜鼎,98000,0.3589
6139,亞翔,250000,0.5336
6182,合晶,4500000,2.0615
6187,萬潤,1220000,3.0526
6223,旺矽,326000,5.2331
6488,環球晶,394000,1.4145
6515,穎崴,120000,2.1395
6584,南俊國際,2231000,3.5921
6805,富世達,109000,0.3715
7734,印能科技,56000,0.375
7751,竑騰,372000,1.1331
8021,尖點,1501000,1.8434
8299,群聯,445000,2.3345
8996,高力,1630000,4.8864
