股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,5445000,3.0928,244.0
1815,富喬,11420868,3.4561,126.0
2059,川湖,293000,6.8632,12600.0
2301,光寶科,659000,0.4629,291.0
2308,台達電,300000,1.1688,1675.0
2330,台積電,1406000,7.7117,2450.0
2337,旺宏,1343000,0.4017,122.5
2345,智邦,1080000,6.0364,1965.0
2357,華碩,196000,0.4608,989.0
2360,致茂,76000,0.4262,2180.0
2376,技嘉,508000,0.4264,351.5
2383,台光電,466000,5.7333,5375.0
2404,漢唐,155000,0.3964,1060.0
2454,聯發科,406000,3.691,4720.0
2455,全新,2753000,2.3751,532.0
3008,大立光,520000,5.5776,6720.0
3017,奇鋐,1002000,6.832,3460.0
3026,禾伸堂,261000,0.4751,803.0
3037,欣興,2497000,5.6346,994.0
3081,聯亞,63000,0.4312,2830.0
3189,景碩,844013,1.646,827.0
3231,緯創,7662000,3.3673,185.0
3260,威剛,358000,0.3495,407.0
3264,欣銓,72000,0.0353,240.0
3443,創意,211000,2.1922,6225.0
3583,辛耘,147000,0.2512,713.0
3653,健策,33000,0.4565,5790.0
3661,世芯-KY,215000,2.0164,4055.0
3665,貿聯-KY,1161000,5.5071,1930.0
3711,日月光投控,1629000,2.2478,650.0
4958,臻鼎-KY,1000000,1.2056,494.5
5274,信驊,11000,0.4915,18700.0
5289,宜鼎,99952,0.3252,1290.0
5347,世界,629000,0.2371,161.5
6139,亞翔,250000,0.4503,753.0
6187,萬潤,801000,2.1827,1280.0
6213,聯茂,373000,0.4685,519.0
6223,旺矽,326000,4.7631,5620.0
6274,台燿,113000,0.365,1395.0
6515,穎崴,51000,0.8917,7195.0
6584,南俊國際,2231000,3.1399,554.0
6669,緯穎,429675,2.3993,2345.0
6805,富世達,109000,0.4449,2190.0
7734,印能科技,56000,0.4402,2810.0
7751,竑騰,270000,0.8797,1500.0
8021,尖點,2682000,2.8503,438.0
8046,南電,968000,2.5806,1070.0
8150,南茂,1957000,0.43,90.9
8299,群聯,366000,1.7188,2065.0
8996,高力,1630000,5.2654,1300.0
