股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,8679000,1.38,
1319,東陽,574000,0.14,
1560,中砂,518000,0.43,
2059,川湖,178000,1.56,
2308,台達電,2383000,5.98,
2317,鴻海,6031000,3.46,
2327,國巨*,1000,0.0,
2330,台積電,2603000,9.45,
2345,智邦,1988000,4.82,
2354,鴻準,3807000,0.63,
2357,華碩,1000,0.0,
2368,金像電,3858000,5.64,
2383,台光電,1633000,5.85,
2439,美律,1000,0.0,
2449,京元電子,5619000,3.11,
2454,聯發科,752000,2.65,
2884,玉山金,1010,0.0,
3008,大立光,1000,0.01,
3017,奇鋐,1826000,6.08,
3037,欣興,1000,0.0,
3044,健鼎,93000,0.07,
3045,台灣大,1000,0.0,
3081,聯亞,351000,0.48,
3211,順達,490000,0.32,
3217,優群,172000,0.07,
3231,緯創,3955000,1.45,
3515,華擎,1002000,0.63,
3533,嘉澤,246000,0.78,
3583,辛耘,1000,0.0,
3653,健策,556000,3.89,
3661,世芯-KY,209000,1.66,
3665,貿聯-KY,1460848,5.62,
3711,日月光投控,1233000,0.71,
3715,定穎投控,1581000,0.44,
4958,臻鼎-KY,1736000,0.63,
5274,信驊,1000,0.02,
5347,世界,715000,0.16,
5536,聖暉*,496000,0.87,
6139,亞翔,1352000,1.55,
6191,精成科,2968000,0.9,
6223,旺矽,845000,4.63,
6274,台燿,3356000,3.47,
6510,精測,1000,0.0,
6515,穎崴,67000,0.43,
6669,緯穎,601000,6.86,
6805,富世達,831000,3.2,
8210,勤誠,1066000,2.39,
8299,群聯,1000,0.0,
8358,金居,1184000,0.7,
8996,高力,1000,0.0,
