股票代號,股票名稱,股數,持股權重
2059,川湖,323000,3.2723
2308,台達電,357000,1.6783
2327,國巨*,1600000,2.4555
2330,台積電,1761000,8.0566
2337,旺宏,1465000,0.4767
2345,智邦,1012000,4.9346
2360,致茂,207000,1.0375
2368,金像電,669000,1.722
2383,台光電,636000,6.2642
2454,聯發科,412000,3.6457
2455,全新,2827000,2.2819
3017,奇鋐,651000,3.5221
3037,欣興,2902000,5.9195
3081,聯亞,380000,1.9821
3105,穩懋,2033000,2.0932
3189,景碩,486013,0.7307
3260,威剛,393000,0.326
3443,創意,360000,3.2555
3491,昇達科,47000,0.1976
3533,嘉澤,48000,0.2494
3583,辛耘,567000,0.955
3653,健策,197000,1.4696
3661,世芯-KY,293000,2.7634
3665,貿聯-KY,667000,2.747
3711,日月光投控,1640000,1.9147
4991,環宇-KY,574000,0.8195
5274,信驊,30000,1.0781
5289,宜鼎,157000,0.581
6139,亞翔,259000,0.3909
6223,旺矽,339000,3.7406
6274,台燿,636000,2.1066
6442,光聖,80000,0.2929
6510,精測,272000,1.7384
6515,穎崴,151000,2.5535
6531,愛普*,271000,0.5922
6584,南俊國際,1485000,2.1088
6669,緯穎,400000,4.2855
6805,富世達,112000,0.4612
7734,印能科技,59000,0.3914
7751,竑騰,384000,1.3651
7769,鴻勁,100000,1.4599
8021,尖點,518000,0.4669
8046,南電,1058000,1.8601
8299,群聯,489000,2.6314
8996,高力,1674000,3.3983
