股票代號,股票名稱,股數,持股權重
2059,川湖,258000,2.0707
2308,台達電,357000,1.4984
2330,台積電,1761000,7.6814
2337,旺宏,1271000,0.3954
2344,華邦電,893000,0.171
2345,智邦,716000,3.4632
2360,致茂,487000,2.1101
2368,金像電,669000,1.9195
2383,台光電,537000,4.9242
2408,南亞科,3280000,1.631
2454,聯發科,180000,1.1009
2455,全新,1927000,1.4438
3017,奇鋐,601000,3.1516
3036,文曄,1177000,0.4768
3037,欣興,2302000,4.0299
3081,聯亞,380000,2.0737
3105,穩懋,3433000,3.6937
3131,弘塑,154000,0.8687
3163,波若威,923000,2.183
3189,景碩,486013,0.4965
3260,威剛,393000,0.3413
3324,雙鴻,151000,0.3425
3443,創意,260000,2.437
3491,昇達科,97000,0.3187
3533,嘉澤,468000,2.2591
3583,辛耘,33000,0.0507
3653,健策,197000,1.8255
3661,世芯-KY,273000,2.1964
3665,貿聯-KY,667000,3.7176
3711,日月光投控,320000,0.3225
4749,新應材,701000,1.3331
4991,環宇-KY,692000,0.9981
5274,信驊,45000,1.5519
5289,宜鼎,142000,0.3909
6223,旺矽,289000,2.8013
6271,同欣電,970000,0.3337
6274,台燿,636000,1.5042
6442,光聖,785000,3.135
6510,精測,422000,2.9943
6515,穎崴,151000,2.9434
6531,愛普*,703000,1.2742
6584,南俊國際,1337000,1.8506
6669,緯穎,465000,4.2865
7751,竑騰,388000,1.997
7769,鴻勁,194000,2.1061
8046,南電,1108000,2.1415
8299,群聯,711000,2.9152
8996,高力,1689000,3.8965
