股票代號,股票名稱,股數,持股權重
1303,南亞,5445000,3.2438
1815,富喬,11420868,3.2289
2059,川湖,205000,6.3625
2301,光寶科,659000,0.4624
2330,台積電,1116000,6.8316
2345,智邦,1074000,4.88
2357,華碩,196000,0.469
2360,致茂,76000,0.4
2376,技嘉,508000,0.4552
2383,台光電,465000,5.511
2404,漢唐,155000,0.403
2454,聯發科,145000,1.6471
2455,全新,1700000,2.2916
3008,大立光,293000,4.4525
3017,奇鋐,1001000,8.048
3026,禾伸堂,261000,0.5007
3037,欣興,2482000,5.8894
3081,聯亞,63000,0.4325
3189,景碩,844013,1.7151
3231,緯創,7245000,3.4108
3443,創意,164000,2.6909
3653,健策,33000,0.446
3665,貿聯-KY,1161000,5.8908
3711,日月光投控,250000,0.3874
4958,臻鼎-KY,1000000,1.2015
5274,信驊,11000,0.5074
5289,宜鼎,99952,0.3179
5347,世界,629000,0.2627
6139,亞翔,250000,0.4392
6187,萬潤,134000,0.4092
6213,聯茂,373000,0.466
6223,旺矽,268000,3.7208
6274,台燿,113000,0.3765
6515,穎崴,51000,0.7878
6584,南俊國際,2231000,3.1031
6669,緯穎,429675,2.3157
8021,尖點,2682000,3.0466
8046,南電,968000,2.6023
8150,南茂,1957000,0.4283
8996,高力,1630000,5.349
