股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.4684
2059,川湖,134000,3.0223
2308,台達電,504000,4.727
2317,鴻海,325000,0.5491
2330,台積電,556000,7.9256
2344,華邦電,379000,0.2976
2345,智邦,488000,5.2671
2360,致茂,313000,2.4463
2368,金像電,60000,0.3702
2383,台光電,224000,3.6599
2408,南亞科,1394000,2.8846
2449,京元電子,932000,2.1749
2454,聯發科,151000,2.085
2486,一詮,1150000,1.3011
3017,奇鋐,331000,3.9545
3037,欣興,858000,2.3566
3163,波若威,612000,2.6832
3189,景碩,213000,0.4209
3231,緯創,827000,0.8095
3324,雙鴻,226000,1.7916
3443,創意,23000,0.4237
3529,力旺,71000,1.049
3533,嘉澤,164000,2.0081
3653,健策,14000,0.334
3661,世芯-KY,64000,1.6102
3665,貿聯-KY,387000,3.9321
4749,新應材,240000,1.4827
5274,信驊,26000,1.8821
5289,宜鼎,157000,0.8484
5347,世界,2101000,1.9705
5439,高技,126000,0.2916
6223,旺矽,175000,3.6344
6274,台燿,238000,0.9424
6442,光聖,124000,1.7998
6515,穎崴,101000,3.7628
6531,愛普*,245000,0.7221
6584,南俊國際,136000,0.4504
6669,緯穎,50000,1.3919
6781,AES-KY,191000,1.6136
6805,富世達,55000,0.6325
7769,鴻勁,92000,2.9755
8021,尖點,509920,0.7705
8046,南電,160000,0.4954
8210,勤誠,165000,1.1975
8299,群聯,327000,4.5152
8358,金居,713000,1.4329
8996,高力,539000,3.635
