股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,358000,3.4097,4450.0
2308,台達電,357000,1.4414,1915.0
2327,國巨*,200000,0.2002,497.0
2330,台積電,1761000,7.8846,2205.0
2337,旺宏,1271000,0.4064,144.0
2344,華邦電,893000,0.2329,117.5
2345,智邦,916000,4.5681,2390.0
2360,致茂,370000,2.713,2055.0
2368,金像電,669000,1.6715,1285.0
2383,台光電,536000,4.8693,4535.0
2408,南亞科,3280000,1.9996,274.5
2449,京元電子,166000,0.2077,289.0
2454,聯發科,180000,1.2232,3155.0
2455,全新,1927000,1.4906,383.0
2486,一詮,1230000,0.83,251.5
3017,奇鋐,501000,2.4134,2390.0
3036,文曄,1177000,0.6199,265.0
3037,欣興,2902000,4.7332,818.0
3081,聯亞,380000,2.0583,2490.0
3105,穩懋,3433000,3.0913,456.5
3131,弘塑,87000,1.2799,2580.0
3163,波若威,923000,1.6604,900.0
3189,景碩,486013,0.4905,513.0
3260,威剛,393000,0.3283,390.0
3324,雙鴻,151000,0.2963,966.0
3443,創意,360000,3.4108,4465.0
3491,昇達科,97000,0.3596,1765.0
3529,力旺,67000,0.8746,3310.0
3533,嘉澤,420000,1.9518,2325.0
3583,辛耘,33000,0.0593,842.0
3653,健策,197000,1.2876,3090.0
3661,世芯-KY,393000,3.6056,4430.0
3665,貿聯-KY,667000,2.6997,1990.0
3711,日月光投控,320000,0.3262,472.0
4749,新應材,526000,1.9923,985.0
4991,環宇-KY,692000,0.9654,667.0
5274,信驊,45000,1.4526,15925.0
5289,宜鼎,142000,0.5293,1730.0
5347,世界,2277000,1.2867,157.5
6223,旺矽,339000,4.157,5730.0
6274,台燿,636000,1.6017,1225.0
6442,光聖,310000,3.0332,1740.0
6510,精測,422000,3.1378,3460.0
6515,穎崴,151000,3.0906,9490.0
6531,愛普*,703000,1.5948,1025.0
6584,南俊國際,1337000,1.6996,657.0
6669,緯穎,465000,4.7309,4890.0
6781,AES-KY,198000,0.8877,1125.0
6805,富世達,219000,1.8922,1770.0
7751,竑騰,387000,1.3807,1610.0
7769,鴻勁,194000,2.5806,6600.0
8021,尖點,569920,0.7093,392.0
8046,南電,1658000,2.6214,798.0
8299,群聯,711000,3.8868,2465.0
8358,金居,1728000,1.9651,429.0
8996,高力,1689000,3.5279,1040.0
