股票代號,股票名稱,股數,持股權重
1519,華城,289000,2.5039
2059,川湖,127000,3.8883
2308,台達電,494000,4.9898
2317,鴻海,314000,0.6611
2327,國巨*,583000,1.4813
2330,台積電,556000,8.6862
2344,華邦電,1079000,1.0317
2345,智邦,433000,4.7819
2360,致茂,307000,2.7261
2368,金像電,264000,1.6047
2383,台光電,200000,2.918
2408,南亞科,950000,2.1324
2449,京元電子,432000,1.0608
2451,創見,934000,2.13
3017,奇鋐,329000,4.0173
3037,欣興,302000,0.7429
3131,弘塑,135000,2.1696
3163,波若威,612000,1.9781
3189,景碩,209000,0.3612
3260,威剛,804000,2.1259
3324,雙鴻,40000,0.348
3443,創意,23000,0.5183
3529,力旺,71000,1.0677
3653,健策,14000,0.3029
3661,世芯-KY,62000,1.8592
3665,貿聯-KY,299000,3.7584
4749,新應材,228000,1.826
5274,信驊,23000,1.7966
5289,宜鼎,154000,0.943
5347,世界,2060000,2.5801
5439,高技,120000,0.3275
5536,聖暉*,234000,1.6555
6223,旺矽,167000,3.4486
6442,光聖,124000,1.3972
6515,穎崴,96000,3.0469
6531,愛普*,233000,1.0073
6584,南俊國際,104000,0.2857
6669,緯穎,61000,2.0949
6781,AES-KY,179000,1.9125
6805,富世達,52000,0.6162
7769,鴻勁,87000,2.7574
8021,尖點,492000,0.9784
8046,南電,147000,0.382
8210,勤誠,162000,1.3498
8299,群聯,272000,4.6157
8358,金居,696000,1.6997
8996,高力,362000,2.2101
