股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.2623
2059,川湖,134000,3.0284
2308,台達電,270000,2.4996
2317,鴻海,325000,0.4789
2330,台積電,556000,6.983
2344,華邦電,379000,0.3018
2345,智邦,488000,4.6175
2360,致茂,313000,3.0894
2368,金像電,60000,0.3712
2383,台光電,299000,5.2614
2408,南亞科,2379000,4.2348
2449,京元電子,932000,1.8271
2486,一詮,1150000,1.1585
3017,奇鋐,331000,4.1233
3037,欣興,1193000,4.4584
3163,波若威,612000,3.9994
3189,景碩,237013,0.5437
3529,力旺,21000,0.3652
3533,嘉澤,228000,2.6152
3653,健策,14000,0.323
3661,世芯-KY,37000,0.787
3665,貿聯-KY,217000,2.4299
4749,新應材,240000,1.5242
5274,信驊,26000,1.8221
5289,宜鼎,157000,1.1328
5347,世界,2501000,1.9748
5439,高技,126000,0.235
6223,旺矽,175000,4.2468
6442,光聖,124000,1.4645
6515,穎崴,100000,4.1932
6531,愛普*,245000,0.8805
6584,南俊國際,136000,0.3619
6669,緯穎,50000,1.3631
6781,AES-KY,191000,1.3066
6805,富世達,55000,0.6551
7751,竑騰,166000,1.582
7769,鴻勁,127000,3.5229
8021,尖點,509920,0.8191
8046,南電,560000,2.1576
8210,勤誠,165000,0.9974
8299,群聯,394000,5.3104
8358,金居,713000,1.2133
8996,高力,599000,3.7717
