股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.3593
2059,川湖,134000,3.0904
2308,台達電,504000,4.7872
2317,鴻海,325000,0.5215
2330,台積電,556000,7.5617
2344,華邦電,379000,0.2904
2345,智邦,488000,5.1444
2360,致茂,313000,3.0969
2368,金像電,60000,0.3419
2383,台光電,219000,3.7191
2408,南亞科,1679000,2.815
2449,京元電子,932000,1.908
2454,聯發科,151000,1.9178
2486,一詮,1150000,1.1212
3017,奇鋐,331000,4.3944
3037,欣興,1193000,3.7085
3163,波若威,612000,3.184
3189,景碩,213000,0.4467
3324,雙鴻,226000,1.6083
3443,創意,23000,0.3947
3529,力旺,62000,1.0662
3533,嘉澤,164000,1.8468
3653,健策,14000,0.344
3661,世芯-KY,37000,0.8812
3665,貿聯-KY,217000,2.7638
4749,新應材,240000,1.7529
5274,信驊,26000,1.8157
5289,宜鼎,157000,0.9094
5347,世界,2501000,2.1326
5439,高技,126000,0.2452
6223,旺矽,175000,3.7337
6274,台燿,238000,0.8631
6442,光聖,124000,1.6908
6515,穎崴,100000,3.7778
6531,愛普*,245000,0.766
6584,南俊國際,136000,0.3684
6669,緯穎,50000,1.5165
6781,AES-KY,191000,1.4225
6805,富世達,55000,0.7302
7751,竑騰,166000,1.4334
7769,鴻勁,127000,3.8519
8021,尖點,509920,0.8604
8046,南電,160000,0.5405
8210,勤誠,165000,1.1148
8299,群聯,394000,5.0182
8358,金居,713000,1.3237
8996,高力,599000,3.3491
