股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.7327,1880.0
2345,智邦,488000,4.8798,1390.0
8299,群聯,327000,4.8234,1825.0
2308,台達電,504000,4.5571,1185.0
3017,奇鋐,331000,4.0581,1620.0
3665,貿聯-KY,387000,3.7216,1380.0
6223,旺矽,175000,3.7211,2785.0
6515,穎崴,101000,3.6529,4895.0
8996,高力,539000,3.6469,931.0
2383,台光電,224000,3.5701,2105.0
2059,川湖,134000,2.9879,2935.0
2408,南亞科,1394000,2.9321,271.0
7769,鴻勁,92000,2.7141,4000.0
3163,波若威,612000,2.5182,567.0
2360,致茂,313000,2.4703,1040.0
3037,欣興,858000,2.2846,371.5
2449,京元電子,932000,2.0817,302.0
5347,世界,2101000,2.0285,124.5
3533,嘉澤,164000,2.0232,1625.0
3260,威剛,819000,1.9486,297.0
3324,雙鴻,226000,1.9136,1080.0
5274,信驊,26000,1.8926,9325.0
6442,光聖,124000,1.7578,1985.0
6781,AES-KY,191000,1.6757,1130.0
3661,世芯-KY,64000,1.611,3300.0
4749,新應材,240000,1.5172,820.0
1519,華城,204000,1.4772,966.0
6669,緯穎,50000,1.3907,3685.0
8358,金居,713000,1.3658,258.0
2486,一詮,1150000,1.2513,146.0
2454,聯發科,85000,1.1919,1845.0
8210,勤誠,165000,1.1771,983.0
3529,力旺,71000,1.02,1805.0
6274,台燿,238000,0.9629,532.0
5289,宜鼎,157000,0.9407,756.0
3231,緯創,827000,0.8301,129.5
8021,尖點,509920,0.7756,195.5
6531,愛普*,245000,0.7612,410.0
6805,富世達,55000,0.6532,1580.0
2317,鴻海,325000,0.5441,221.0
8046,南電,160000,0.5106,409.5
3443,創意,23000,0.4309,2505.0
3189,景碩,213000,0.4161,253.5
6584,南俊國際,136000,0.3928,407.5
2368,金像電,60000,0.3664,846.0
3653,健策,14000,0.3373,3350.0
2344,華邦電,379000,0.3121,103.5
5439,高技,126000,0.2983,311.5
