股票代號,股票名稱,股數,持股權重
1210,大成,254000,0.06
2059,川湖,114000,1.8
2308,台達電,1191000,4.58
2317,鴻海,987000,0.99
2330,台積電,1688000,9.77
2345,智邦,1229000,6.24
2354,鴻準,3245000,1.06
2357,華碩,1030000,3.34
2368,金像電,1650000,3.69
2383,台光電,926000,5.72
2439,美律,1000,0.0
2449,京元電子,5977000,4.56
2454,聯發科,423000,2.88
2618,長榮航,430000,0.07
2884,玉山金,10133010,1.58
2886,兆豐金,818000,0.16
3008,大立光,2000,0.02
3017,奇鋐,1014000,4.89
3045,台灣大,43000,0.02
3131,弘塑,206000,1.33
3211,順達,1000,0.0
3217,優群,1000,0.0
3231,緯創,2391000,1.32
3264,欣銓,1686000,0.65
3376,新日興,800000,0.83
3406,玉晶光,253000,0.48
3515,華擎,332000,0.47
3529,力旺,91000,0.95
3533,嘉澤,238000,1.73
3583,辛耘,888000,1.48
3653,健策,388000,4.12
3661,世芯-KY,202000,3.52
3665,貿聯-KY,1249848,6.31
3711,日月光投控,852000,0.65
4770,上品,411000,0.58
4958,臻鼎-KY,3389000,2.63
4966,譜瑞-KY,308000,1.12
5347,世界,663000,0.28
6139,亞翔,1000,0.0
6223,旺矽,527000,3.61
6274,台燿,1911000,2.75
6278,台表科,1000,0.0
6472,保瑞,304000,0.99
6515,穎崴,1000,0.01
6669,緯穎,282000,4.2
6757,台灣虎航,1000,0.0
6805,富世達,414000,1.94
8046,南電,1832000,1.55
8210,勤誠,822000,2.32
8996,高力,176000,0.28
