股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,569000,8.518,1675.0
8299,群聯,343000,4.8637,1675.0
2308,台達電,506000,4.6649,1030.0
3017,奇鋐,366000,4.5792,1375.0
2383,台光電,297000,4.42,1580.0
3665,貿聯-KY,308000,4.2592,1430.0
2345,智邦,353000,3.8432,1205.0
2059,川湖,130000,3.6582,3255.0
6669,緯穎,84000,3.4037,4670.0
6223,旺矽,171000,3.228,2155.0
6515,穎崴,97000,2.6657,3305.0
7769,鴻勁,88000,2.5188,3320.0
6274,台燿,597000,2.495,465.0
2360,致茂,307000,2.3073,922.0
3131,弘塑,139000,2.1479,1825.0
3163,波若威,631000,2.1163,376.0
6781,AES-KY,182000,2.1093,1270.0
3260,威剛,826000,2.0959,290.0
3324,雙鴻,230000,2.0295,978.0
2408,南亞科,950000,1.9059,241.0
1519,華城,292000,1.8946,755.0
8996,高力,366000,1.8702,568.0
5536,聖暉*,253000,1.817,802.0
2451,創見,945000,1.7963,238.0
6584,南俊國際,584000,1.7459,338.5
8358,金居,696000,1.6652,266.0
6805,富世達,128000,1.652,1405.0
2368,金像電,271000,1.5751,643.0
6442,光聖,124000,1.4153,1295.0
8210,勤誠,162000,1.4081,975.0
3529,力旺,74000,1.124,1775.0
4749,新應材,132000,1.1172,950.0
2449,京元電子,438000,1.0268,266.5
2344,華邦電,1079000,0.9852,106.5
3661,世芯-KY,30000,0.9838,3680.0
6531,愛普*,233000,0.9768,455.5
5289,宜鼎,158000,0.8684,655.0
8021,尖點,500000,0.8055,193.0
3231,緯創,589000,0.799,158.5
3037,欣興,365000,0.7386,226.0
2317,鴻海,323000,0.6692,238.5
5274,信驊,9000,0.5689,7380.0
3443,創意,25000,0.5454,2490.0
2382,廣達,213000,0.5273,282.0
5439,高技,123000,0.3466,315.0
3653,健策,14000,0.3245,2485.0
3189,景碩,215000,0.3199,175.0
8046,南電,147000,0.3155,241.5
