股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,8.0787,1820.0
2308,台達電,494000,5.0406,1280.0
8299,群聯,272000,4.707,2285.0
2345,智邦,478000,4.5066,1170.0
3665,貿聯-KY,379000,4.3931,1440.0
6223,旺矽,172000,3.84,2655.0
3017,奇鋐,325000,3.7672,1465.0
2059,川湖,131000,3.732,3380.0
6515,穎崴,99000,3.4547,4015.0
2383,台光電,220000,3.2684,1900.0
7769,鴻勁,90000,2.7733,3790.0
5347,世界,2060000,2.6821,163.0
2360,致茂,307000,2.5937,1035.0
3260,威剛,804000,2.3364,369.0
2449,京元電子,932000,2.2823,311.0
2408,南亞科,950000,2.148,297.0
8996,高力,362000,2.1335,776.0
3163,波若威,612000,2.1206,466.5
3131,弘塑,138000,1.9882,1800.0
6415,矽力*-KY,824000,1.9338,287.5
5274,信驊,26000,1.8591,8840.0
6781,AES-KY,188000,1.8185,1250.0
3661,世芯-KY,64000,1.7919,3370.0
1519,華城,200000,1.657,1040.0
8358,金居,699000,1.6147,275.5
4749,新應材,235000,1.6075,860.0
6669,緯穎,50000,1.5101,3705.0
6442,光聖,124000,1.4474,1570.0
2327,國巨*,583000,1.4039,285.5
8210,勤誠,162000,1.2761,948.0
5536,聖暉*,220000,1.1762,658.0
3529,力旺,71000,1.0403,1970.0
2344,華邦電,1079000,1.0173,127.0
3037,欣興,352000,1.0171,367.5
6274,台燿,223000,0.9647,539.0
5289,宜鼎,154000,0.9591,776.0
8021,尖點,492000,0.9277,231.5
3231,緯創,827000,0.9079,134.5
2451,創見,454000,0.8931,250.5
6531,愛普*,240000,0.858,436.0
3324,雙鴻,90000,0.6803,929.0
6805,富世達,54000,0.6259,1490.0
2317,鴻海,319000,0.5871,225.5
8046,南電,157000,0.5062,396.0
3443,創意,23000,0.4853,2580.0
3189,景碩,209000,0.3898,243.5
2368,金像電,60000,0.3359,720.0
6584,南俊國際,134000,0.3215,284.5
3653,健策,14000,0.3194,2810.0
5439,高技,124000,0.3127,316.0
2486,一詮,150000,0.1561,131.0
