股票代號,股票名稱,股數,持股權重
2059,川湖,293000,5.8361
2303,聯電,7000000,2.6164
2327,國巨*,1566000,3.4175
2330,台積電,1406000,8.2727
2337,旺宏,1343000,0.4501
2345,智邦,977000,5.7839
2383,台光電,563000,7.0868
2454,聯發科,406000,3.9455
2455,全新,2753000,2.1144
3008,大立光,420000,3.9398
3017,奇鋐,1009000,5.9612
3037,欣興,2097000,4.2477
3189,景碩,440013,0.7289
3260,威剛,358000,0.3487
3264,欣銓,72000,0.0401
3363,上詮,300000,0.4246
3443,創意,311000,3.3598
3491,昇達科,1000,0.0028
3583,辛耘,566000,1.1028
3661,世芯-KY,215000,2.0919
3665,貿聯-KY,955000,4.5597
3711,日月光投控,1629000,2.5572
5289,宜鼎,98000,0.3757
6139,亞翔,250000,0.5323
6182,合晶,4500000,1.5788
6187,萬潤,1220000,2.8654
6223,旺矽,326000,4.9604
6488,環球晶,394000,1.1448
6515,穎崴,120000,2.3222
6584,南俊國際,2231000,3.5668
6805,富世達,109000,0.3916
7734,印能科技,56000,0.374
7751,竑騰,372000,1.2244
8021,尖點,1501000,1.8025
8299,群聯,445000,2.3017
8996,高力,1630000,5.2474
