股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.3971
2059,川湖,134000,2.9999
2308,台達電,504000,5.0007
2317,鴻海,325000,0.5401
2330,台積電,556000,7.8269
2344,華邦電,379000,0.3312
2345,智邦,488000,4.9119
2360,致茂,313000,2.7468
2368,金像電,60000,0.358
2383,台光電,224000,3.7069
2408,南亞科,2279000,4.8653
2449,京元電子,932000,2.1766
2454,聯發科,151000,1.9742
2486,一詮,1150000,1.1781
3017,奇鋐,331000,3.6754
3037,欣興,1193000,3.8117
3163,波若威,612000,3.1172
3189,景碩,213000,0.4898
3324,雙鴻,226000,1.7
3443,創意,23000,0.4119
3529,力旺,71000,1.2131
3533,嘉澤,164000,1.9209
3653,健策,14000,0.2948
3661,世芯-KY,37000,0.9091
3665,貿聯-KY,387000,3.5903
4749,新應材,240000,1.5456
5274,信驊,26000,1.8169
5289,宜鼎,157000,0.9166
5347,世界,2101000,2.0695
5439,高技,126000,0.2703
6223,旺矽,175000,3.3222
6274,台燿,238000,0.9582
6442,光聖,124000,1.8033
6515,穎崴,101000,3.4477
6531,愛普*,245000,0.7231
6584,南俊國際,136000,0.4233
6669,緯穎,50000,1.3736
6781,AES-KY,191000,1.6351
6805,富世達,55000,0.5831
7769,鴻勁,92000,3.035
8021,尖點,509920,0.8949
8046,南電,160000,0.5765
8210,勤誠,165000,1.0283
8299,群聯,394000,5.8427
8358,金居,713000,1.5349
8996,高力,599000,3.9951
