股票代號,股票名稱,股數,持股權重
1560,中砂,180000,0.28
2059,川湖,114000,1.76
2308,台達電,1191000,4.91
2317,鴻海,987000,0.98
2330,台積電,1688000,9.9
2344,華邦電,6588000,1.02
2345,智邦,1229000,5.79
2354,鴻準,3245000,1.05
2357,華碩,1030000,3.19
2368,金像電,1650000,3.33
2383,台光電,913000,5.46
2439,美律,1000,0.0
2449,京元電子,5977000,4.7
2454,聯發科,289000,1.93
2884,玉山金,8090010,1.26
2886,兆豐金,818000,0.16
3008,大立光,2000,0.02
3017,奇鋐,1063000,5.13
3037,欣興,1068000,0.78
3045,台灣大,43000,0.02
3131,弘塑,206000,1.43
3211,順達,1000,0.0
3217,優群,1000,0.0
3231,緯創,1000,0.0
3264,欣銓,1686000,0.66
3376,新日興,800000,0.87
3406,玉晶光,393000,0.79
3515,華擎,332000,0.43
3529,力旺,91000,0.89
3533,嘉澤,238000,1.79
3583,辛耘,888000,1.51
3653,健策,388000,4.15
3661,世芯-KY,202000,3.51
3665,貿聯-KY,1249848,6.46
3711,日月光投控,852000,0.67
4770,上品,345000,0.49
4958,臻鼎-KY,434000,0.34
4966,譜瑞-KY,385000,1.39
5347,世界,663000,0.3
6139,亞翔,1000,0.0
6191,精成科,1173000,0.71
6223,旺矽,527000,3.91
6274,台燿,1911000,2.59
6472,保瑞,304000,0.97
6515,穎崴,1000,0.01
6669,緯穎,282000,4.22
6805,富世達,414000,1.92
8046,南電,1832000,1.87
8210,勤誠,822000,2.26
8996,高力,176000,0.27
