股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.7928,1800.0
8299,群聯,327000,5.5699,1990.0
2308,台達電,504000,4.7026,1215.0
2345,智邦,488000,4.4177,1185.0
3665,貿聯-KY,387000,4.0719,1410.0
3017,奇鋐,331000,3.9164,1635.0
6223,旺矽,175000,3.6548,2845.0
2059,川湖,134000,3.2614,3105.0
6515,穎崴,101000,3.2563,4465.0
2383,台光電,224000,3.1751,1855.0
7769,鴻勁,92000,2.7396,3855.0
8996,高力,412000,2.529,817.0
3037,欣興,858000,2.4868,385.0
2360,致茂,313000,2.4134,1040.0
5347,世界,2101000,2.2773,135.5
2408,南亞科,968000,2.2599,277.5
3260,威剛,819000,2.1527,312.5
2449,京元電子,932000,2.1093,293.5
3163,波若威,612000,2.0897,457.5
6415,矽力*-KY,840000,1.9311,296.0
5274,信驊,26000,1.8664,9790.0
3131,弘塑,141000,1.797,1635.0
6442,光聖,124000,1.6838,1830.0
6781,AES-KY,191000,1.6759,1160.0
4749,新應材,240000,1.618,842.0
3661,世芯-KY,64000,1.5958,3320.0
1519,華城,204000,1.526,947.0
6669,緯穎,50000,1.4313,3725.0
8358,金居,713000,1.3758,247.5
2327,國巨*,595000,1.219,266.5
8210,勤誠,165000,1.1792,955.0
2454,聯發科,85000,1.1508,1795.0
2486,一詮,1150000,1.1415,129.0
2344,華邦電,1079000,0.9939,105.5
3529,力旺,71000,0.9584,1690.0
6274,台燿,238000,0.9355,505.0
5289,宜鼎,157000,0.9263,787.0
2451,創見,463000,0.8824,231.0
3231,緯創,827000,0.8406,128.5
6531,愛普*,245000,0.8171,430.0
8021,尖點,509920,0.7693,203.0
3324,雙鴻,91000,0.6778,1005.0
6805,富世達,55000,0.6136,1535.0
2317,鴻海,325000,0.5535,216.5
3443,創意,23000,0.4903,2705.0
8046,南電,160000,0.4675,394.5
3189,景碩,213000,0.4051,246.0
2368,金像電,60000,0.3363,755.0
3653,健策,14000,0.3285,3140.0
6584,南俊國際,136000,0.3137,309.0
5439,高技,126000,0.2821,300.0
5536,聖暉*,7000,0.0364,651.0
