股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,8.7171,1760.0
2308,台達電,494000,5.0521,1245.0
8299,群聯,272000,4.6688,2055.0
2345,智邦,433000,4.4867,1150.0
3665,貿聯-KY,379000,4.4394,1420.0
2059,川湖,127000,4.028,3485.0
6223,旺矽,167000,3.7016,2415.0
3017,奇鋐,315000,3.633,1355.0
6515,穎崴,96000,3.3086,3750.0
2383,台光電,200000,2.8112,1660.0
7769,鴻勁,87000,2.8024,3700.0
2360,致茂,307000,2.7523,1010.0
5347,世界,2060000,2.7192,145.5
1519,華城,289000,2.6691,1080.0
8996,高力,362000,2.2734,727.0
2408,南亞科,950000,2.1485,266.5
3131,弘塑,135000,2.1287,1785.0
3163,波若威,612000,2.0182,372.0
6669,緯穎,61000,1.9814,3765.0
3260,威剛,804000,1.9668,296.5
6781,AES-KY,179000,1.8144,1225.0
3661,世芯-KY,62000,1.81,3275.0
2451,創見,855000,1.7796,232.0
8358,金居,696000,1.7685,294.5
4749,新應材,228000,1.7318,844.0
5274,信驊,23000,1.7263,8700.0
2327,國巨*,583000,1.4577,296.0
6442,光聖,124000,1.3966,1295.0
5536,聖暉*,220000,1.34,678.0
8210,勤誠,162000,1.3268,940.0
2368,金像電,232000,1.2459,626.0
5289,宜鼎,154000,1.0448,753.0
2449,京元電子,432000,1.0393,274.5
6531,愛普*,233000,1.0287,476.0
2344,華邦電,1079000,1.0257,104.5
3529,力旺,71000,0.9884,1490.0
8021,尖點,492000,0.9752,242.0
3037,欣興,302000,0.8734,327.0
6274,台燿,150000,0.6257,486.0
2317,鴻海,314000,0.6196,223.5
6805,富世達,52000,0.602,1410.0
3443,創意,23000,0.544,2575.0
8046,南電,147000,0.4781,370.5
3189,景碩,209000,0.3766,205.5
3324,雙鴻,40000,0.3243,930.0
5439,高技,120000,0.3162,298.5
3653,健策,14000,0.2939,2560.0
6584,南俊國際,104000,0.283,306.5
