股票代號,股票名稱,股數,持股權重
1519,華城,292000,2.4055
2059,川湖,127000,3.922
2308,台達電,494000,4.6889
2317,鴻海,314000,0.6659
2327,國巨*,585000,1.4532
2330,台積電,556000,8.5347
2344,華邦電,1079000,0.9722
2345,智邦,433000,4.8768
2360,致茂,307000,2.6936
2368,金像電,264000,1.6018
2383,台光電,223000,3.18
2408,南亞科,950000,2.0493
2449,京元電子,438000,1.0642
2451,創見,945000,2.0428
3017,奇鋐,354000,4.4372
3037,欣興,365000,0.8271
3131,弘塑,139000,2.2536
3163,波若威,612000,2.0289
3189,景碩,209000,0.3322
3260,威剛,804000,2.0447
3324,雙鴻,40000,0.352
3443,創意,24000,0.546
3529,力旺,72000,1.0986
3653,健策,14000,0.3026
3661,世芯-KY,62000,1.8696
3665,貿聯-KY,299000,3.9922
4749,新應材,132000,1.0874
5274,信驊,23000,1.8289
5289,宜鼎,154000,0.9008
5347,世界,2073000,2.3912
5439,高技,120000,0.3395
5536,聖暉*,238000,1.7358
6223,旺矽,167000,3.3825
6442,光聖,124000,1.4867
6515,穎崴,97000,3.0396
6531,愛普*,233000,0.9946
6584,南俊國際,104000,0.2947
6669,緯穎,81000,2.9024
6781,AES-KY,182000,1.9341
6805,富世達,52000,0.6045
7769,鴻勁,88000,2.7695
8021,尖點,500000,1.0104
8046,南電,147000,0.3518
8210,勤誠,162000,1.3728
8299,群聯,272000,4.4346
8358,金居,696000,1.6942
8996,高力,366000,2.3536
