股票代號,股票名稱,股數,持股權重
1303,南亞,4130000,0.63
1319,東陽,574000,0.13
1560,中砂,1000,0.0
2059,川湖,178000,1.53
2308,台達電,2383000,5.69
2317,鴻海,6902000,3.99
2327,國巨*,1000,0.0
2330,台積電,2635000,9.58
2345,智邦,2121000,5.19
2354,鴻準,3807000,0.61
2357,華碩,1000,0.0
2368,金像電,3858000,5.65
2383,台光電,1633000,6.02
2404,漢唐,161000,0.33
2439,美律,1000,0.0
2449,京元電子,5619000,3.16
2454,聯發科,880000,3.07
2884,玉山金,1010,0.0
3008,大立光,1000,0.01
3017,奇鋐,1826000,6.33
3044,健鼎,93000,0.07
3045,台灣大,1000,0.0
3081,聯亞,351000,0.5
3211,順達,490000,0.31
3217,優群,172000,0.07
3231,緯創,3559000,1.31
3515,華擎,1002000,0.61
3533,嘉澤,246000,0.79
3583,辛耘,1000,0.0
3653,健策,624000,4.52
3661,世芯-KY,209000,1.67
3665,貿聯-KY,1460848,5.28
3711,日月光投控,1552000,0.92
3715,定穎投控,2645000,0.75
4958,臻鼎-KY,1736000,0.63
5274,信驊,85000,1.4
5347,世界,715000,0.16
5536,聖暉*,496000,0.9
6139,亞翔,1549000,1.87
6191,精成科,2968000,0.88
6223,旺矽,869000,5.01
6274,台燿,3356000,3.51
6510,精測,1000,0.0
6515,穎崴,46000,0.3
6669,緯穎,617000,6.85
6805,富世達,831000,3.07
8210,勤誠,1132000,2.53
8299,群聯,1000,0.0
8358,金居,1184000,0.74
8996,高力,1000,0.0
