股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.1557,1845.0
2383,台光電,299000,5.5813,2585.0
8299,群聯,394000,4.894,1980.0
2345,智邦,488000,4.782,1390.0
6515,穎崴,100000,4.3371,6160.0
6223,旺矽,175000,4.2871,3565.0
3017,奇鋐,331000,4.2599,1830.0
3037,欣興,1193000,4.1822,549.0
2408,南亞科,2379000,3.9072,261.5
2308,台達電,396000,3.7848,1360.0
3163,波若威,612000,3.7503,960.0
8996,高力,599000,3.7161,925.0
7769,鴻勁,127000,3.4618,4075.0
2360,致茂,313000,3.3047,1450.0
2059,川湖,134000,3.1116,3320.0
3533,嘉澤,228000,2.7534,1685.0
3665,貿聯-KY,217000,2.381,1645.0
5347,世界,2501000,1.9675,116.0
2449,京元電子,932000,1.9005,288.0
5274,信驊,26000,1.883,10295.0
4749,新應材,240000,1.5319,933.0
7751,竑騰,166000,1.5178,1400.0
6442,光聖,124000,1.4461,1735.0
6669,緯穎,50000,1.4043,4005.0
6781,AES-KY,191000,1.3246,1005.0
1519,華城,204000,1.2965,909.0
2486,一詮,1150000,1.2062,148.0
8358,金居,713000,1.1882,250.0
5289,宜鼎,157000,1.0996,1060.0
8210,勤誠,165000,1.0179,888.0
6531,愛普*,245000,0.8977,528.0
8021,尖點,509920,0.8568,236.0
3661,世芯-KY,37000,0.8145,3125.0
6805,富世達,55000,0.6661,1750.0
8046,南電,160000,0.5686,566.0
3189,景碩,237013,0.5193,337.0
2317,鴻海,325000,0.481,216.5
2368,金像電,60000,0.3871,909.0
6584,南俊國際,136000,0.3646,391.0
3529,力旺,21000,0.3593,2555.0
3653,健策,14000,0.3135,3390.0
2344,華邦電,379000,0.285,117.0
5439,高技,126000,0.2391,274.0
