股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.3953
2059,川湖,134000,3.1998
2308,台達電,504000,4.8394
2317,鴻海,325000,0.5236
2330,台積電,556000,7.5981
2344,華邦電,379000,0.3053
2345,智邦,488000,4.9841
2360,致茂,313000,3.163
2368,金像電,60000,0.3176
2383,台光電,219000,3.7252
2408,南亞科,1679000,3.1096
2449,京元電子,932000,1.9775
2454,聯發科,151000,1.9277
2486,一詮,1150000,1.1207
3017,奇鋐,331000,4.3329
3037,欣興,1193000,3.8612
3163,波若威,612000,3.1605
3189,景碩,213000,0.4557
3324,雙鴻,226000,1.5897
3443,創意,23000,0.3895
3529,力旺,71000,1.2383
3533,嘉澤,164000,1.8696
3653,健策,14000,0.3161
3661,世芯-KY,37000,0.8702
3665,貿聯-KY,217000,2.6923
4749,新應材,240000,1.6675
5274,信驊,26000,1.7802
5289,宜鼎,157000,0.8785
5347,世界,2501000,2.1496
5439,高技,126000,0.2487
6223,旺矽,175000,3.5809
6274,台燿,238000,0.8661
6442,光聖,124000,1.7703
6515,穎崴,100000,3.4344
6531,愛普*,245000,0.7762
6584,南俊國際,136000,0.3922
6669,緯穎,50000,1.5176
6781,AES-KY,191000,1.4218
6805,富世達,55000,0.6784
7751,竑騰,166000,1.4506
7769,鴻勁,127000,3.8775
8021,尖點,509920,0.8472
8046,南電,160000,0.5305
8210,勤誠,165000,1.1036
8299,群聯,394000,5.1009
8358,金居,713000,1.3
8996,高力,599000,3.3475
