股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.7246,1805.0
2308,台達電,504000,4.9246,1255.0
8299,群聯,277000,4.8317,2305.0
2345,智邦,488000,4.3585,1170.0
3665,貿聯-KY,387000,4.2541,1365.0
3017,奇鋐,331000,3.7016,1495.0
6223,旺矽,175000,3.5468,2595.0
2059,川湖,134000,3.4574,3205.0
2383,台光電,224000,3.2489,1790.0
6515,穎崴,101000,3.0955,3900.0
7769,鴻勁,92000,2.6617,3750.0
5347,世界,2101000,2.6142,147.0
2360,致茂,313000,2.4729,1015.0
8996,高力,412000,2.4405,777.0
3260,威剛,819000,2.3069,360.0
2449,京元電子,932000,2.2126,305.0
2408,南亞科,968000,2.1946,297.0
3163,波若威,612000,2.1794,472.5
3131,弘塑,141000,1.9374,1825.0
6415,矽力*-KY,840000,1.8435,299.5
6781,AES-KY,191000,1.8225,1200.0
5274,信驊,26000,1.7545,9315.0
3661,世芯-KY,64000,1.6464,3270.0
1519,華城,204000,1.6195,1015.0
4749,新應材,240000,1.5755,844.0
8358,金居,713000,1.4994,263.5
6442,光聖,124000,1.4861,1725.0
6669,緯穎,50000,1.4141,3720.0
2327,國巨*,595000,1.2967,277.0
8210,勤誠,165000,1.194,930.0
2486,一詮,1150000,1.15,128.0
3529,力旺,71000,1.0677,1910.0
2344,華邦電,1079000,1.046,130.0
3037,欣興,358000,1.0043,344.5
6274,台燿,238000,0.9792,510.0
5289,宜鼎,157000,0.93,768.0
8021,尖點,502000,0.8871,221.0
2451,創見,463000,0.8853,259.0
3231,緯創,827000,0.8491,132.5
6531,愛普*,245000,0.8154,443.0
3324,雙鴻,91000,0.6453,940.0
6805,富世達,55000,0.6255,1485.0
2317,鴻海,325000,0.5594,224.0
8046,南電,160000,0.4836,374.0
3443,創意,23000,0.4529,2695.0
3189,景碩,213000,0.3959,229.5
2368,金像電,60000,0.3297,692.0
5439,高技,126000,0.3039,308.0
3653,健策,14000,0.3003,2895.0
6584,南俊國際,136000,0.2953,296.5
2454,聯發科,15000,0.2038,1780.0
5536,聖暉*,7000,0.0351,678.0
